,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
LLOY,Lloyds Banking Group plc,Financial Services,$37.6B,"Lloyds Banking Group is a UK-based financial services group providing retail, commercial banking, insurance, and wealth management services.
",67.64,-2.23,"On March 10, 2025, Lloyds Banking Group PLC experienced a stock price change of -2.45%. The price was last updated at 14:10 on that day.
",-5.29263268812141,7.707007677928751,37.3981764623152
WPP,WPP plc,Communication Services,$8.4B,"WPP plc is a global communications group providing marketing and technology services, including advertising and public relations.
",628.6,-2.15,"On March 11, 2025, WPP plc's stock experienced a change of -2.15%. While I don't have specific real-time news explaining this precise daily change, I can offer potential reasons based on recent reports:.

*   **Broader Market Trends**: US tech stocks plummeted, with the Nasdaq suffering its steepest drop since 2022 (though the timing might not perfectly align with the stated date).
*   **Company-Specific News**:
    *   **Weak Revenue Outlook**: WPP's shares had already taken a hit (around 16% near the end of February 2025) due to a weak revenue outlook. The company projected flat to declining revenue for 2025, which missed analyst expectations. This was attributed to weaker client spending, particularly in North America and China.
    *   **Concerns about Future Growth**: There are concerns about whether the business will shrink due to weakening client spend and the potential impact of AI.
    *   **Downgraded Rating**: Barclays downgraded WPP stock from ""overweight"" to ""equal weight"" at the end of February 2025.

",1.6165575183850447,-20.00508911109649,-11.793618468507121
KGF,Kingfisher plc,Consumer Cyclical,$4.3B,"Kingfisher plc is an international home improvement company with over 1900 stores operating in eight countries across Europe.
",263.0,-2.08,"On March 11, 2025, Kingfisher plc experienced a stock price change of -2.08%. Here's what might be happening:

*   **Share Repurchase Program:** Kingfisher plc is currently engaged in a £300 million share repurchase program. As part of this, on March 10, 2025, the company purchased and canceled 149 ordinary shares from Goldman Sachs International. Share buybacks usually aim to increase shareholder value.
*   **Technical Sentiment:** TipRanks indicates a ""Sell"" technical sentiment for the stock.
*   **Positive Trends:**
    *   Kingfisher's price rose above its 200-day moving average on March 11, 2025.
    *   Kingfisher's share price has not had significant price volatility in the past three months compared to the UK market.
",8.052591041498266,6.693711967545639,15.65527497669746
BT-A,BT Group plc,Communication Services,$14.4B,"BT Group is a UK-based telecommunications company providing fixed and mobile services, broadband, TV, and IT solutions to consumers, businesses, and public sector organizations.
",157.65,-2.05,"On March 11, 2025, BT Group plc experienced a stock price change of -2.05%. Here's an analysis of potential factors that may have influenced this change:

**Negative Factors & Downgrades:**

*   **Analyst Downgrades:** A leading Wall Street bank, Citi, downgraded BT Group from a ""Buy"" recommendation to ""Sell"" on February 18, 2025. They also significantly revised the target price downwards for the coming year, which triggered a share price fall.
*   **Revenue Concerns:** Citi's downgrade was based on concerns about a potential decline in revenue for Openreach for the coming year, which they believe will continue for the rest of the decade. They also expressed concerns about the sustainability of the Consumer division pricing structure in the long term.
*   **Weaker Phone Sales & Broadband Demand**: On January 30, 2025, BT reported weaker phone sales and lower broadband demand, which led to a drop in overall revenue.
*   **UBS Sell Rating:** UBS reaffirmed a ""sell"" rating on BT Group PLC in November 2024, citing challenges in revenue growth and rising expenses.
*   **Lowered Revenue Guidance:** BT Group lowered its revenue guidance for the full year in November 2024 due to a challenging period of interim trading. They cited a competitive retail environment and weaker performance in its non-UK operations.
*   **Fair Value Assessment:** As of March 11, 2025, one analysis suggests that the fair value of BT Group PLC is significantly lower than its market price, indicating that the stock may not be a good investment at its current price.

**Positive Factors & Overall Outlook:**

*   **Positive Analyst Sentiment**: Despite some downgrades, the stock continues to benefit from generally positive analyst sentiment, with a consensus rating of ""Outperform"" from 18 analysts.
*   **Cost Cutting & Operational Improvements**: BT's focus on cost-cutting and operational improvements has made it more appealing to investors. The company plans to save £3 billion in annual costs by the end of 2029 and is on track to meet its targets.
*   **Fibre Optic Expansion**: BT's fibre-to-the-premises (FTTP) rollout is a key area of focus. The company has expanded its build target and is seeing record customer demand for Openreach FTTP.
*   **5G Expansion:** BT is expanding its 5G customer base.
*   **EBITDA Growth:** In January 2025, BT reported that adjusted earnings before interest, tax, depreciation, and amortisation rose by 3.7%.

**In Conclusion:**

The stock price change on March 11, 2025, could be a reflection of a combination of factors. While the company is making strides in some areas, such as fiber optic rollout and cost management, concerns about revenue, competition, and analyst downgrades appear to be weighing on the stock price.
",1.808197472470627,4.7508305647840565,44.65123188228253
ALW,Alliance Witan Ord,,$5.2B,"Alliance Witan is a UK investment trust that focuses on delivering long-term capital growth and a rising dividend through a diversified global equity portfolio.
",1172.0,-2.01,"Based on available information, here's what might be happening with Alliance Witan Ord's stock:

*   **Overall Performance:** In 2024, Alliance Witan Ord (LSE:ALW) had a net asset value (NAV) return of 13.3%, and a share price total return of 14.3%. However, it underperformed against the MSCI ACWI benchmark, which had a 19.6% return.

*   **Underperformance Factors:** The underperformance was attributed to having less exposure to the large-cap companies in the US that significantly influenced market returns, specifically mentioning NVIDIA Corp.

*   **Broader Context** The final results were released on March 7, 2025. At the start of 2025, investor sentiment was positive, with hopes that President Trump's policies could boost equity markets.

It is difficult to pinpoint the exact cause of the -2.01% change today (March 11, 2025) without real-time market data and specific news released today. However, here are some potential influencing factors:

*   **General Market Fluctuations:** The stock market is inherently volatile, and daily price changes are normal.
*   **Delayed Reaction:** The stock price could be a delayed reaction to the final results released on March 7, 2025, and the discussion of underperformance relative to its benchmark.
*   **Specific News:** There could be specific news about Alliance Witan Ord released today that is not yet captured in the search results.
",-3.618421052631579,-11.34178666953544,-2.6368306070666154
WEIR,The Weir Group PLC,Industrials,$6.1B,"The Weir Group PLC is a UK-based engineering solutions provider focused on mining and infrastructure, manufacturing equipment and offering services.
",2362.0,-1.99,,0.7679180887372014,2.162629757785467,20.933742422775577
FCIT,F&C Investment Trust Ord,,$5.6B,"F&C Investment Trust is a UK-based investment trust aiming for long-term capital and income growth by investing in a globally diversified portfolio of listed equities, unlisted securities, and private equity, utilizing gearing.
",1102.0,-1.96,,-0.8992805755395683,-7.705192629815745,12.926544702546556
MKS,Marks and Spencer Group plc,Consumer Cyclical,$7.2B,"Marks and Spencer Group plc is a major British multinational retailer that sells clothing, beauty, home, and food products through its UK and international stores and online.
",355.49,-1.91,,-5.45478723404255,0.47767446730953383,43.87807556050025
EXPN,Experian plc,Industrials,$36.5B,"Experian is a global information services company providing data and analytical tools to manage credit risk and prevent fraud for businesses and consumers.
",3499.0,-1.91,,-6.318607764390897,-11.641414141414142,4.171170399140633
PRU,Prudential plc,Financial Services,$17.2B,"Prudential plc provides life and health insurance and asset management services to customers across Asia and Africa.
",731.4,-1.88,,2.265098925680564,7.149139490105165,-9.391877791226682
PSON,Pearson plc,Communication Services,$9.0B,"Pearson plc is a learning company providing educational materials, assessments, and digital services across various markets, including education, assessment, and certifications.
",1255.0,-1.88,,-8.992023205221175,-6.027704979408461,22.70617277349374
TSCO,Tesco PLC,Consumer Defensive,$26.0B,"Tesco PLC is a UK-based retailer of groceries, merchandise, and financial services, operating stores and online platforms in the UK, Europe and Asia.
",371.0,-1.88,,-4.553643337063695,-5.9569074778200255,29.769879930393316
AV,Aviva plc,Financial Services,$13.5B,"Aviva PLC is a UK-based insurer providing insurance, wealth, and retirement products and services to 19.6 million customers in the UK, Ireland, and Canada.
",525.8,-1.72,,-1.498686394888331,4.950099800399192,10.307122625099113
SN,Smith & Nephew plc,Healthcare,$9.1B,"Smith & Nephew develops, manufactures, and markets medical devices and services in orthopedics, sports medicine, and wound management.
",1141.5,-1.72,,-3.016142735768904,13.075780089153048,5.634256740064079
BP,BP p.l.c.,Energy,$66.5B,"BP p.l.c. is a British multinational integrated energy company involved in oil and gas exploration, refining, distribution, and marketing, with growing interests in renewable energy.
",411.75,-1.6,,0.9191176470588236,-11.464878250151925,-13.721792827798668
EZJ,easyJet plc,Industrials,$3.8B,"easyJet plc is a British multinational low-cost airline group offering short-haul passenger flights and package holidays, primarily in Europe.
",486.8,-1.46,,1.7984081082050443,-4.375791824741869,-9.393666885540894
HSBA,HSBC Holdings plc,Financial Services,$147.4B,"HSBC Holdings plc is a global banking and financial services company offering retail, commercial, and investment banking, as well as wealth management.
",842.7,-1.42,,-4.3222636021066965,0.1250715215507449,51.04250398834876
RIO,Rio Tinto Group,Basic Materials,$78.9B,"Rio Tinto is a global mining and metals company that explores, produces, and processes various minerals like iron ore, copper, and aluminum, operating in 35 countries.
",4761.0,-1.4,,-1.7899845712866385,-3.851727868383989,-2.8544499717545926
RKT,Reckitt Benckiser Group plc,Consumer Defensive,$36.5B,"Reckitt Benckiser is a global consumer goods company producing health, hygiene, and nutrition products.
",5290.0,-1.38,,0.07567158531971245,1.4965464313123562,0.5021526859199192
NXT,NEXT plc,Consumer Cyclical,$11.5B,"NEXT plc is a UK-based retailer selling clothing, homeware, and beauty products through stores, online, and franchises.
",9814.0,-1.37,,-1.7617617617617618,-1.267605633802817,16.08601342686255
WTB,Whitbread plc,Consumer Cyclical,$4.8B,"Whitbread PLC is a British multinational hospitality company that manages hotels and restaurants, with brands like Premier Inn, Brewers Fayre and Beefeater.
",2563.0,-1.35,,1.4647664291369755,-6.596209912536444,-22.223044588632686
BNZL,Bunzl plc,Consumer Defensive,$11.3B,"Bunzl plc is an international distribution and services company providing essential non-food products to businesses globally.
",2970.0,-1.33,,-2.1739130434782608,-13.411078717201166,-3.17302797280944
IMI,IMI plc,Industrials,$5.0B,"IMI plc is a specialist engineering company that designs, builds, and services engineered products for fluid and motion control applications, with a focus on process automation, industrial automation, and life science.
",1980.0,-1.3,,0.7121057985757884,2.272727272727273,11.945850214479094
PHNX,Phoenix Group Holdings plc,Financial Services,$5.2B,"Phoenix Group Holdings PLC is a UK company specializing in managing and acquiring closed life assurance and pension funds, offering long-term savings and retirement solutions.
",508.0,-1.26,,-1.7408123791102514,-2.119460500963391,5.133921748095593
NWG,NatWest Group plc,Financial Services,$34.9B,"NatWest Group is a UK-based banking and insurance holding company providing personal, private, commercial, and investment banking services.
",433.1,-1.12,,-6.437674290215773,-3.498214844027831,71.4299098356918
CCH,Coca-Cola HBC AG,Consumer Defensive,$10.5B,"Coca-Cola HBC AG is a bottling partner of The Coca-Cola Company that manufactures, markets, and distributes non-alcoholic beverages.
",3432.0,-1.1,,-0.17452006980802792,16.73469387755102,43.54965745608567
SMT,Scottish Mortgage Ord,,$13.4B,"Scottish Mortgage is a global investment trust that aims to identify, own, and support exceptional growth companies, both public and private.
",950.4,-1.0,,-2.020618556701033,-14.146341463414636,19.975322828456285
ADM,Admiral Group plc,Financial Services,$8.2B,"Admiral Group plc is a financial services company offering motor, household, travel, and pet insurance, as well as personal lending products.
",3001.0,-0.99,,3.8049117952265648,7.2551822730521796,13.271883294379919
HWDN,Howden Joinery Group Plc,Consumer Cyclical,$4.5B,"Howden Joinery Group Plc is a UK-based supplier of kitchens, joinery, and hardware products, primarily to trade customers, with operations in the United Kingdom, France, Belgium, and the Republic of Ireland.
",736.0,-0.94,,-0.5405405405405406,-12.17183770883055,-15.73083678065686
BARC,Barclays PLC,Financial Services,$42.5B,"Barclays PLC is a global financial services company providing retail, corporate, and investment banking, wealth management, and credit card services.
",282.0,-0.9,,-3.556769532685485,-7.962078756043596,59.317268061921936
DCC,DCC plc,Energy,$5.2B,"DCC plc is an Irish international sales, marketing, and support services group operating across energy, healthcare, and technology sectors.
",5230.0,-0.76,,0.19157088122605362,-1.6917293233082706,-8.052141992509767
RMV,Rightmove plc,Communication Services,$5.3B,"Rightmove plc operates the UK's leading property portal, rightmove.co.uk, connecting people with residential and commercial properties for sale and rent.
",675.0,-0.74,,-3.2674101736633037,1.0781689635585014,20.512649512967272
SHEL,Shell plc,Energy,$159.8B,"Shell plc is a global energy and petrochemical company involved in the exploration, production, refining, and marketing of oil and natural gas, as well as the manufacturing of chemicals.
",2555.0,-0.7,,-0.5062305295950156,-5.340301330889704,1.1109247503646273
PCT,Polar Capital Technology Ord,,$4.4B,"Polar Capital Technology Ord seeks to maximize capital growth by investing in a diverse, global portfolio of technology stocks.
",304.5,-0.65,,-3.6392405063291138,-19.550858652575958,2.6981450252951094
ANTO,Antofagasta plc,Basic Materials,$16.7B,"Antofagasta plc is a UK-based copper mining company with interests in transport and its core business is mining, mainly in Chile.
",1757.0,-0.65,,2.7485380116959064,-2.307478454267445,-8.194818275306783
BATS,British American Tobacco p.l.c.,Consumer Defensive,$72.3B,"British American Tobacco is a multinational consumer goods company that manufactures and sells cigarettes, tobacco, and other nicotine products, including e-cigarettes, aiming to build a smokeless world.
",3134.0,-0.63,,-0.697084917617237,-7.633362805776598,30.94476881480111
REL,RELX PLC,Industrials,$75.0B,"RELX PLC provides information and analytics solutions and decision tools for professional and business customers across various industries.
",3662.0,-0.62,,-4.261437908496732,-11.116504854368932,7.377467554213281
LMP,LondonMetric Property Plc,Real Estate,$3.9B,"LondonMetric Property Plc is a UK-based REIT that invests in and manages commercial real estate assets, focusing on logistics, healthcare, convenience, and leisure sectors.
",179.2,-0.61,,-3.432337231490202,-4.715799315667057,-6.949900932659965
CTEC,ConvaTec Group PLC,Healthcare,$4.9B,"ConvaTec Group PLC is a global medical products and tech company focused on chronic condition management, including wound, ostomy, continence, and infusion care.
",263.2,-0.6,,3.3778451258118847,11.0548523206751,-6.979393725512701
HIK,Hikma Pharmaceuticals PLC,Healthcare,$5.1B,"Hikma Pharmaceuticals PLC develops, manufactures, and markets generic, branded, and in-licensed pharmaceutical products across injectables, generics, and branded segments.
",2106.0,-0.57,,-2.4096385542168677,-9.92301112061591,12.364323921786594
AHT,Ashtead Group plc,Industrials,$22.1B,"Ashtead Group plc is an international equipment rental company, operating primarily under the Sunbelt Rentals brand in the US, Canada, and the UK.
",4330.0,-0.57,,-1.6802906448683013,-14.79732388823298,-12.69267424367729
SMIN,Smiths Group plc,Industrials,$6.9B,"Smiths Group PLC is a diversified technology company that provides critical solutions for various industries including energy, medical, and security.
",1954.0,-0.46,,-2.055137844611529,-5.329457364341085,20.056482280735715
BEZ,Beazley plc,Financial Services,$5.3B,"Beazley plc is a UK-based global specialist risk insurance and reinsurance company, underwriting diverse risks like cyber, marine, property, and specialty lines.
",892.5,-0.45,,0.5067567567567568,4.142357059509918,32.93865231462962
AAF,Airtel Africa Plc,Communication Services,$5.4B,"Airtel Africa Plc provides telecommunications and mobile money services across 14 African countries.
",144.4,-0.41,,2.1939114517263474,-1.8354901369722583,57.416436441859645
GLEN,Glencore plc,Basic Materials,$42.3B,"Glencore PLC is a Swiss multinational commodity trading and mining company that produces, sources, processes, refines, transports, stores, finances, and supplies commodities worldwide.
",314.05,-0.4,,0.3835684427275776,-10.181608613733859,-19.611848006663653
MNDI,Mondi plc,Basic Materials,$5.6B,"Mondi plc is a global packaging and paper company that manufactures and sells pulp, paper, and flexible plastic packaging products, with a focus on sustainability.
",1250.0,-0.28,,4.471374843292938,0.9693053311793215,-2.2824677952023746
UTG,Unite Group PLC,Real Estate,$4.2B,"The Unite Group PLC is a UK-based REIT that develops, manages, and operates purpose-built student accommodation (PBSA), partnering with universities and renting rooms directly to students.
",802.5,-0.25,,-2.962515114873035,-7.064273306311524,-16.11236722685076
LGEN,Legal & General Group Plc,Financial Services,$13.8B,"Legal & General Group PLC is a multinational financial services and asset management company, offering investment management, retirement solutions, and insurance products.
",244.7,-0.12,,1.2831100240767974,2.513616727468494,-0.2006037254337526
MNG,M&G plc,Financial Services,$5.0B,"M&G plc is a UK-based savings and investment company that manages investments for individuals and institutions, offering a range of long-term savings, asset management, and retirement solutions.
",213.17,-0.11,,1.7032413132284172,0.07981220657276408,-5.226181363090077
HL,Hargreaves Lansdown plc,Financial Services,$5.2B,"Hargreaves Lansdown is a UK-based digital wealth management service providing a platform for private investors to manage investments and pensions.
",1105.0,0.0,,0.1359311282283643,0.22675736961451248,53.598979192304576
IMB,Imperial Brands PLC,Consumer Defensive,$23.1B,"Imperial Brands PLC is a fast-moving consumer goods company specializing in tobacco and next-generation products, with a global presence.
",2764.0,0.04,,-2.1246458923512748,-3.9089314193223665,57.77040581340012
CPG,Compass Group PLC,Consumer Cyclical,$48.2B,"Compass Group PLC is a multinational company that provides contract food and support services across various sectors and locations.
",2621.0,0.04,,-6.493043168034249,-6.258941344778254,19.321704756467092
HLN,Haleon plc,Healthcare,$34.4B,"Haleon PLC is a British multinational consumer healthcare company that manufactures and sells over-the-counter medicines, oral health products, vitamins, and supplements.
",398.1,0.08,,-4.049167062816558,1.9723376598098321,20.311769837052214
CNA,Centrica plc,Utilities,$7.2B,"Centrica PLC is a British multinational energy and services company that supplies electricity and gas to consumers in the UK and Ireland, offering energy solutions and home services.
",144.15,0.1,,-2.105263157894733,2.9642857142857184,12.565243237427229
III,3i Group Ord,,$38.3B,"3i Group is a London-based international investment company focusing on private equity and infrastructure.
",3710.0,0.11,,-3.8860103626943006,-7.365792759051186,45.17687489335879
LAND,Land Securities Group Plc,Real Estate,$4.4B,"Land Securities Group PLC is a UK-based real estate company that develops, invests in, and manages a diverse portfolio of properties, including retail, office, and leisure spaces.
",564.75,0.13,,2.2171945701357467,-3.114547135784974,-9.523555755987125
MRO,Melrose Industries PLC,Industrials,$8.0B,"Melrose Industries PLC is a UK-based aerospace company providing advanced components and systems to major original equipment manufacturers in civil and defense markets.
",490.7,0.14,,-23.56697819314642,-20.418420462358654,-19.444268039731043
BLND,British Land Company PLC,Real Estate,$3.8B,"British Land Company PLC is a UK-based real estate investment trust (REIT) that owns, manages, and develops a diverse portfolio of properties, including offices, retail spaces, and mixed-use developments.
",355.4,0.17,,2.126436781609189,-2.630136986301376,-3.474134634209098
AAL,Anglo American plc,Basic Materials,$28.3B,"Anglo American is a global mining company focused on producing copper, iron ore, and crop nutrients, essential for a sustainable global economy.
",2261.5,0.18,,-1.71664493698392,-7.353543629659976,16.769701987224558
PSH,Pershing Square Holdings Ord,,$7.5B,"Pershing Square Holdings is an investment holding company that acquires and holds significant positions in a concentrated number of large capitalization companies, aiming to maximize long-term growth in intrinsic value per share.
",3802.0,0.21,,-5.563835072031793,-14.559294607143183,-1.9392031562835386
NG,National Grid plc,Utilities,$48.6B,"National Grid plc is a multinational energy company focused on electricity and gas transmission and distribution in the UK and Northeastern US, with growing investments in clean energy infrastructure.
",958.0,0.25,,-1.440329218106996,-1.0535025902117185,-8.314648746909917
ABF,Associated British Foods plc,Consumer Defensive,$13.5B,"Associated British Foods is a diversified international company operating in food processing, ingredients, agriculture, grocery, and retail (including Primark).
",1939.0,0.44,,4.7541869259859535,1.5981137018600995,-16.03788903924222
SSE,SSE plc,Utilities,$17.9B,"SSE plc is a UK-based energy company focused on electricity networks and renewables, involved in generation, transmission, distribution, and supply.
",1484.5,0.44,,-1.3948854201262038,-2.303389272787101,-5.832751677561323
INF,Informa plc,Communication Services,$11.6B,"Informa PLC is a British publishing, business intelligence, and B2B events group serving academic and specialist customer communities.
",746.6,0.54,,-8.973422471548737,-15.542986425339365,-7.303132452769648
UU,United Utilities Group PLC,Utilities,$6.9B,"United Utilities Group PLC provides water and wastewater services in the Northwest of England.
",987.6,0.61,,1.1677922198746171,-1.2399999999999978,-6.565007578929132
SVT,Severn Trent PLC,Utilities,$7.6B,"Severn Trent PLC provides regulated water and waste water services in the UK and internationally.
",2476.0,0.61,,-1.4331210191082804,0.0404040404040404,-3.7619738895049584
BKG,The Berkeley Group Holdings plc,Consumer Cyclical,$3.9B,"The Berkeley Group is a UK homebuilder focused on residential-led, mixed-use property development, specializing in brownfield regeneration in London, Birmingham, and the South of England.
",3656.0,0.77,,0.8922663578965354,-1.9223255010352696,-20.69898961613166
EDV,Endeavour Mining plc,Basic Materials,$4.2B,"Endeavour Mining plc is a UK-based multi-asset gold producer focused on exploration, extraction, and processing of gold in West Africa.
",1631.0,0.8,,6.184895833333334,-7.592067988668555,10.754513064507117
FRES,Fresnillo plc,Basic Materials,$5.6B,"Fresnillo plc is a UK-based precious metals mining company, the world's largest primary silver producer and Mexico's second-largest gold miner.
",846.0,0.89,,8.461538461538462,7.020872865275142,83.26308135547258
BA,BAE Systems plc,Industrials,$36.9B,"BAE Systems is a British multinational company providing advanced defense, aerospace, and security solutions.
",1583.5,0.92,,0.8920038228735266,31.410788381742737,22.733065229927607
SBRY,J Sainsbury plc,Consumer Defensive,$6.1B,"J Sainsbury plc is a UK-based multi-channel retailer offering groceries, general merchandise, clothing, financial services, and property investments through supermarkets, convenience stores, and online platforms.
",262.4,1.08,,4.959999999999991,-0.7564273610639409,4.718873034417932
SGRO,SEGRO Plc,Real Estate,$9.8B,"SEGRO Plc is a UK REIT that owns, manages, and develops modern warehouses and industrial properties in the UK and Europe.
",702.0,1.36,,1.5918958031837915,-0.9314106425815236,-20.50908716441698
TW,Taylor Wimpey plc,Consumer Cyclical,$4.3B,"Taylor Wimpey plc is a UK-based residential developer involved in land acquisition, planning, and construction of various homes, also operating in Spain.
",114.14,1.45,,2.1844253522123402,-2.486119586405351,-18.535454541593342
ICG,Intermediate Capital Group plc,Financial Services,$6.9B,"Intermediate Capital Group (ICG) is a global alternative asset manager investing and managing capital across private debt, real assets, structured & private equity and credit for a global client base.
",2034.0,1.5,,-7.713248638838476,-13.151152860802734,1.7351763778186244
RR,Rolls-Royce Holdings plc,Industrials,$51.3B,"Rolls-Royce Holdings plc designs, develops, manufactures, and services power systems for the aerospace, defense, power, and marine sectors.
",745.2,1.69,,-5.239067031408108,20.193548387096783,89.23311912131692
BTRW,Barratt Redrow plc,Consumer Cyclical,$6.6B,"Barratt Redrow plc, formerly Barratt Developments PLC, is a UK-based housebuilder and commercial developer, acquiring land, obtaining planning consents, and constructing homes.
",434.6,1.83,,3.6983998259966566,-0.549199084668187,-8.223171821231205
LSEG,London Stock Exchange Group plc,Financial Services,$64.1B,"London Stock Exchange Group (LSEG) is a global financial markets infrastructure and data provider, operating through divisions like Data & Analytics, FTSE Russell, and Capital Markets.
",11050.0,3.32,"Based on my search, here's what I found regarding the London Stock Exchange Group plc (LSEG) on March 11, 2025:

**Stock Change:**

*   While the exact stock change of 3.32% you mentioned isn't specified in the search results, one source indicates that at 12:41 GMT on March 11, 2025, LSEG's stock was at 10,695.0 GBX, down 135.0 GBX or -1.2%.
*   Another source indicates that on March 10, 2025, LSEG closed at 10,900.00 p +1.92%.

**News and Events:**

*   **AIM Not For Sale:** LSEG stated that its AIM submarket is not for sale, despite a proposal from City Group to revamp it.

It's important to note that without more specific information, pinpointing the exact cause of a stock price change is difficult. However, news events, financial reports, and broader market trends can all influence stock prices.
",-4.946236559139785,-5.4343175010697475,17.618283805459576
PSN,Persimmon Plc,Consumer Cyclical,$4.1B,"Persimmon Plc is a UK-based housebuilder that designs, constructs, and maintains residential buildings under the Persimmon Homes, Charles Church, and Westbury Partnerships brands.
",1228.5,4.96,"On March 11, 2025, Persimmon Plc's stock experienced a notable change. While the exact percentage change you mentioned (4.96%) isn't consistently reflected across all sources, the available information indicates a positive movement in the stock price.

Here's a breakdown of what likely happened and the reasons behind it:

**Positive Performance and Outlook:**

*   **Strong 2024 Results:** Persimmon announced its 2024 financial results on March 11, 2025, and they generally exceeded market expectations. Pretax profit rose, and underlying pretax profit also increased, surpassing previous guidance.
*   **Increased Completions:** The number of new home completions rose by 7% in 2024.
*   **Revenue Growth:** Revenue also saw a significant increase compared to the previous year.
*   **Improved Sales Rate:** In the first nine weeks of 2025, Persimmon's net private sales rate per outlet per week increased by 14% compared to the same period last year.
*   **Positive Outlook for 2025:** The company is targeting 11,000 to 11,500 completions for 2025 and entered the year with an improved forward order book.
*   **Dividend Maintained:** Persimmon maintained its annual dividend.

**Factors Contributing to Stock Price Change:**

*   **Strong Financial Results:** The better-than-expected financial results for 2024 likely instilled confidence in investors, driving up the stock price.
*   **Positive Future Guidance:** Persimmon's optimistic outlook for 2025, including increased completion targets, further contributed to the positive sentiment.
*   **Improved Sales Rate:** The increase in the net private sales rate in early 2025 suggests strong demand for Persimmon's homes, which is another encouraging sign for investors.
*   **Market Conditions:** More broadly, the Halifax – Market news notes interest rates started to fall last summer from a peak of 5.25%, and are now at 4.5%, with further cuts expected from the Bank of England this year. “The underlying market fundamentals remain strong and we are encouraged by the further improvement in our sales rates in the early weeks of this year,”

**In summary,** Persimmon Plc's stock price likely increased on March 11, 2025, due to a combination of strong financial results for 2024, a positive outlook for 2025, and an improved sales rate.
",5.179794520547945,-1.0471204188481675,-5.93165301798351
