,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
COA,Coats Group plc,Consumer Cyclical,$1.5B,"Coats Group plc is a global leader in industrial thread and structural components for apparel, footwear, and performance materials.
",91.0,0.44,,-1.7278601517129022,1.1111111111111112,34.914177877134804
KIE,Kier Group plc,Industrials,$678.2M,"Kier Group PLC is a British infrastructure, construction, services, and property group.
",150.06,0.44,,1.1186025416372698,15.07669250285576,21.655585298356
BSIF,Bluefield Solar Income Fund,,$477.2M,"Bluefield Solar Income Fund is a UK investment trust focused on acquiring and managing a diversified portfolio of renewable energy assets, primarily solar, in the UK to provide stable income to investors.
",81.96,0.44,,3.2241793764786078,-0.31842767053993076,-10.008224417064353
HFG,Hilton Food Group plc,Consumer Defensive,$795.9M,"Hilton Food Group PLC is a specialist international food packing business that supplies meat, seafood, vegan, and vegetarian products to retailers.
",890.0,0.45,,2.064220183486239,3.488372093023256,20.01673776265102
WIZZ,Wizz Air Holdings Plc,Industrials,$1.4B,"Wizz Air Holdings Plc is a Hungary-based airline providing low-cost passenger air transportation services on short-haul and medium-haul routes across Europe, the Caucasus, the Middle East, North Africa, and North-West Asia.
",1552.0,0.45,,25.363489499192244,29.11813643926789,-24.769752787203103
CAML,Central Asia Metals plc,Basic Materials,$276.6M,"Central Asia Metals plc is a base metals producer with copper operations in Kazakhstan, and zinc and lead mine in North Macedonia.
",159.8,0.5,,7.972972972972981,2.173917030819055,9.494578934271807
SDP,Schroder AsiaPacific Ord,,$765.8M,"Schroder AsiaPacific Ord is a UK-based investment trust focused on achieving capital growth by investing in equities of companies located in Asia (excluding the Middle East and Japan) and countries bordering the Pacific Ocean.
",546.8,0.51,,2.3970037453183437,3.1698113207547083,18.186194645061647
KNOS,Kainos Group plc,Technology,$1.0B,"Kainos Group PLC is a UK-based IT provider offering digital and Workday services and solutions to public, commercial, and healthcare sectors.
",785.0,0.51,,-1.9975031210986267,6.081081081081082,-26.26014526156944
JAM,JPMorgan American Ord,,$2.1B,"JPMorgan American Ord aims to achieve capital growth from North American investments by outperforming the S&P 500 index, investing predominantly in quoted companies.
",1164.0,0.52,,0.8665511265164645,3.0088495575221237,26.207336062942936
OXIG,Oxford Instruments plc,Technology,$1.2B,"Oxford Instruments plc provides high-tech products and services for imaging, analyzing, and manipulating materials at the atomic level for industry and research.
",1938.16,0.53,,-5.914563106796113,-0.9120654396727974,-6.21027923657347
SOI,Schroder Oriental Income Ord,,$644.9M,"Schroder Oriental Income Ord aims to provide total return by investing in Asia Pacific (including Australia and New Zealand) companies with attractive yields and growing dividends.
",279.47,0.53,,1.6254545454545553,1.6214736793980005,19.978762031222068
MGNS,Morgan Sindall Group plc,Industrials,$1.7B,"Morgan Sindall Group PLC is a UK-based construction and regeneration company operating in both the public and commercial sectors through six divisions.
",3695.0,0.54,,1.2328767123287672,3.5014005602240896,77.86092863102722
PNN,Pennon Group Plc,Utilities,$2.2B,"Pennon Group PLC is an environmental infrastructure company providing clean water and wastewater services in the UK, primarily through South West Water and other subsidiaries.
",448.4,0.54,,-3.4868716940796145,-10.207007927394969,-27.365733714700397
NCC,NCC Group plc,Technology,$433.0M,"NCC Group is a global cyber security and software escrow business, delivering cyber resilience solutions.
",142.8,0.56,,2.292259137948418,3.7790651641195883,22.035724617615575
PHLL,Petershill Partners Ord,,$2.9B,"Petershill Partners is a global alternatives investment group making minority investments in private equity and other private capital firms.
",270.0,0.56,,-1.098901098901099,9.31174089068826,86.20962031262874
TRN,Trainline Plc,Consumer Cyclical,$1.6B,"Trainline Plc is a UK-based independent rail and coach travel platform, selling tickets worldwide.
",352.0,0.57,,-3.296703296703297,-9.974424552429667,10.275685005831036
TRST,Trustpilot Group plc,Technology,$1.5B,"Trustpilot Group plc operates a global online platform where consumers can review businesses and businesses can improve their service.
",348.0,0.58,,4.819277108433735,29.36802973977695,86.09625668449198
CTY,City of London Ord,,$2.2B,"City of London Investment Trust PLC aims for long-term growth in income and capital by investing in equities listed on the London Stock Exchange.
",441.6,0.59,,1.868512110726649,5.537467778845774,19.40846456051277
BYG,Big Yellow Group Plc,Real Estate,$1.9B,"Big Yellow Group PLC is a UK-based company that acquires, owns, and manages self-storage facilities.
",943.6,0.6,,-0.8823529411764681,6.621468926553675,-7.950474551009795
DNLM,Dunelm Group plc,Consumer Cyclical,$2.0B,"Dunelm Group plc is a UK-based homewares retailer offering a wide range of furniture, home furnishings and related services through its stores and online platform.
",979.82,0.6,,1.9053562142485752,-1.2775818639798437,-4.580602534044788
HWG,Harworth Group plc,Real Estate,$547.8M,"Harworth Group plc is a UK property developer specializing in brownfield regeneration, creating sustainable places for people to live and work in the North of England and the Midlands.
",167.0,0.6,,-0.8902077151335311,5.031446540880504,29.323026102319695
AO,AO World plc,Consumer Cyclical,$578.9M,"AO World PLC is a UK-based online retailer of domestic appliances and electrical products, also offering installation, recycling, and product protection services.
",100.8,0.6,,2.4390228017322726,2.335025380710657,14.80637414167142
BUT,Brunner Ord,,$619.1M,"Brunner Ord is a UK-based investment company aiming for long-term growth in capital and dividends by investing in a global portfolio of equities.
",1428.5,0.6,,1.3120567375886525,7.00374531835206,20.18605296998592
ESP,Empiric Student Property Plc,Real Estate,$561.1M,"Empiric Student Property Plc is a UK-based real estate investment trust that owns, operates, and develops modern, direct-let, premium student accommodation, primarily studio-led, in key university cities.
",83.9,0.61,,0.9626974014061475,4.223602484472057,-1.1075456958529355
FRAS,Frasers Group Plc,Consumer Cyclical,$2.8B,"Frasers Group PLC is a retailer of sports, fitness, fashion, and lifestyle products with brands like Sports Direct, Flannels, and House of Fraser.
",632.83,0.61,,1.741157556270103,9.580952380952388,-21.48511166253101
PHP,Primary Health Properties Plc,Real Estate,$1.2B,"Primary Health Properties PLC is a UK-based real estate investment trust that invests in modern primary healthcare properties, leasing them to GPs, government healthcare bodies, and pharmacies in the UK and Ireland.
",92.17,0.62,,0.7873188362874558,6.987810060935084,8.619480197672628
GFTU,Grafton Group plc,Industrials,$1.8B,"Grafton Group plc is an international distributor of building materials and a DIY retailer with operations in the UK, Ireland, the Netherlands, Finland, and Spain.
",915.0,0.63,,-0.12007156590457889,8.360963233619932,-0.2774815051133255
CCC,Computacenter plc,Technology,$2.4B,"Computacenter plc is a UK-based IT services provider that helps clients source, transform, and manage digital technology.
",2230.0,0.63,,-1.8485915492957745,10.17786561264822,-20.26524710835294
HRI,Herald Ord,,$1.2B,"Herald Ord is a UK-based investment trust focused on achieving capital appreciation through investments in smaller technology and communications companies worldwide.
",2355.0,0.64,,1.7278617710583155,-5.421686746987952,16.00985221674877
BAG,A.G. BARR p.l.c.,Consumer Defensive,$693.0M,"A.G. Barr p.l.c. is a UK-based multi-beverage business that manufactures, distributes, and sells a range of soft drinks and other beverages.
",630.0,0.64,,1.9417475728155338,12.299465240641712,20.886551975413063
ABDN,abrdn plc,Financial Services,$2.8B,"abrdn plc is a global investment company managing investments and providing financial planning solutions through its Investments, Adviser, and Interactive Investor segments.
",157.75,0.64,,2.6684062911696844,17.592252834335838,9.519621529623562
RAT,Rathbones Group Plc,Financial Services,$1.8B,"Rathbones Group Plc is a UK-based firm providing investment and wealth management services to private clients, charities, trustees, and professional partners.
",1729.0,0.64,,0.6402793946449359,8.879093198992443,13.572415407844085
SPI,Spire Healthcare Group plc,Healthcare,$927.4M,"Spire Healthcare Group plc owns and operates private hospitals and clinics in the UK, providing a range of integrated surgical, medical, and diagnostic healthcare services.
",230.0,0.66,,-0.8620689655172413,1.7699115044247788,-2.1813294603751867
ATT,Allianz Technology Trust Ord,,$1.7B,"Allianz Technology Trust is a UK investment trust aiming for long-term capital growth by investing in quoted technology companies worldwide.
",447.98,0.67,,4.424242424242428,8.469733656174338,35.341389728096686
UKW,Greencoat UK Wind,,$2.7B,"Greencoat UK Wind is a British investment company that invests solely in UK wind farms, providing investors with annual dividends that increase with RPI inflation.
",119.01,0.68,,-0.576438567947946,-4.791999999999995,-2.978453884116968
SSPG,SSP Group plc,Consumer Cyclical,$1.5B,"SSP Group plc operates food and beverage outlets in travel locations like airports and train stations worldwide.
",179.11,0.68,,-0.1616465475755204,7.812224376560844,-16.776835646672705
AJB,AJ Bell plc,Financial Services,$1.8B,"AJ Bell is a UK investment platform providing online investment solutions and services, including SIPPs and ISAs, to both advised and direct-to-consumer clients.
",441.0,0.68,,-0.4514672686230248,8.088235294117647,45.248153953702726
BREE,Breedon Group plc,Basic Materials,$1.5B,"Breedon Group PLC supplies the construction industry with essential materials like aggregates, asphalt, ready-mix concrete, and cement in Great Britain, Ireland, and the USA.
",445.5,0.68,,3.7252619324796274,9.864364981504316,25.252748853727287
SCT,Softcat plc,Technology,$3.2B,"Softcat plc is a UK-based IT infrastructure and services provider, offering solutions like software licensing, workplace technology, and cloud services to businesses and public sector organizations.
",1614.0,0.69,,1.0012515644555695,10.095497953615281,10.77822994125822
SRP,Serco Group plc,Industrials,$1.6B,"Serco Group plc is a British multinational company providing public services in defense, justice, immigration, transport, health, and citizen sectors.
",159.9,0.69,,3.4281977278420417,8.259988695892124,-8.532077427873867
TRIG,Renewables Infrastructure Grp,,$2.0B,"The Renewables Infrastructure Group (TRIG) invests in operational assets that generate electricity from renewable sources like wind farms and solar parks, primarily in the UK and Europe.
",80.35,0.69,,1.7088607594936638,-2.1315450750863536,-11.97791113974334
RCP,RIT Capital Partners Ord,,$2.8B,"RIT Capital Partners is a large British investment trust that invests in quoted securities and special situations, aiming to grow shareholders' wealth through a diversified, global portfolio.
",1983.88,0.7,,0.7045685279187873,1.218367346938781,11.695435234297301
IGG,IG Group Holdings plc,Financial Services,$3.6B,"IG Group is a UK-based online trading provider offering spread betting and CFD trading on equities, bonds, and currencies.
",1003.0,0.7,,-1.279527559055118,2.244015439307044,54.07669878935633
OSB,OSB Group Plc,Financial Services,$1.5B,"OSB Group PLC is a UK-based specialist mortgage lender focused on selected sub-segments of the UK mortgage market, operating through OneSavings Bank and Charter Court Financial Services.
",424.8,0.71,,3.9647561562640417,15.938866560138331,10.115026381620652
VSVS,Vesuvius plc,Basic Materials,$1.0B,"Vesuvius plc is a UK-based company providing molten metal flow engineering and technology, serving industries like steel, foundries, glass, and solar energy.
",406.5,0.74,,-0.12285012285012285,0.8684863523573202,-8.633671230687396
PFD,Premier Foods plc,Consumer Defensive,$1.6B,"Premier Foods plc is a UK-based food manufacturer producing and supplying a range of food products, including cooking sauces, desserts, and sweet treats, with well-known brands like Mr Kipling and Bisto.
",193.22,0.74,,3.658801677484526,9.784090909090908,40.88380373164127
HTWS,Helios Towers plc,Communication Services,$1.0B,"Helios Towers is a UK-based independent telecommunications infrastructure company focused on owning and operating towers in Africa and the Middle East.
",94.3,0.75,,-1.2565445026178041,6.193690044173159,24.324326825364107
PPH,PPHE Hotel Group Limited,Consumer Cyclical,$574.6M,"PPHE Hotel Group is an international hospitality real estate company that owns, operates, develops, and franchises hotels and resorts primarily in Europe.
",1335.0,0.75,,1.1363636363636365,4.705882352941177,11.512798768011324
USA,Baillie Gifford US Growth Ord,,$761.3M,"Baillie Gifford US Growth Ord is a UK investment company focused on achieving long-term capital growth by investing in listed and unlisted US companies with high growth potential.
",269.04,0.76,,2.883365200764826,2.102466793168888,43.56457244529676
BBY,Balfour Beatty plc,Industrials,$2.3B,"Balfour Beatty PLC is an international infrastructure group based in the UK, with capabilities in construction, support services and infrastructure investments.
",469.6,0.77,,2.0869565217391353,9.668376135625193,52.39998902646198
BCG,Baltic Classifieds Group PLC,Communication Services,$1.6B,"Baltic Classifieds Group PLC operates online classifieds portals for automotive, real estate, jobs & services, and general items in the Baltics.
",345.13,0.77,,0.6209912536443135,8.531446540880502,52.06746129525369
INVP,Investec Group,Financial Services,$3.3B,"Investec Group is an Anglo-South African international banking and wealth management group providing financial products and services in Europe, Southern Africa, and Asia-Pacific.
",525.0,0.77,,4.790419161676647,0.4784688995215311,13.26854129420923
BOY,Bodycote plc,Industrials,$1.2B,"Bodycote PLC is a global provider of heat treatment and thermal processing services that improve the properties of metals and alloys.
",644.0,0.78,,1.4173228346456692,1.89873417721519,9.300518062255936
EMG,Man Group Plc,Financial Services,$2.5B,"Man Group plc is a technology-empowered active investment management firm providing investment funds in liquid and private markets for institutional and private investors.
",210.22,0.78,,-0.8396226415094346,2.3466437423288173,-5.1803275258571055
XPS,XPS Pensions Group plc,Consumer Cyclical,$733.7M,"XPS Pensions Group PLC is a UK-based pensions consulting and administration business, providing services to over 1,400 pension schemes.
",353.78,0.79,,2.544927536231876,11.602523659305986,82.91570138605312
TPK,Travis Perkins plc,Industrials,$1.5B,"Travis Perkins plc is a UK-based distributor of building materials and home improvement products, also offering tool hire services.
",705.0,0.79,,1.9522776572668112,6.495468277945619,-5.434353058606824
APAX,Apax Global Alpha Ord,,$672.0M,"Apax Global Alpha is a closed-ended investment company that invests in private equity through Apax Funds and derived investments in equities and debt, aiming for long-term capital appreciation and dividends.
",133.67,0.8,,-0.5431502452646187,-4.52142857142858,-5.595108471042661
JMAT,Johnson Matthey Plc,Basic Materials,$2.4B,"Johnson Matthey is a specialty chemicals and sustainable technologies company focused on transforming energy, reducing emissions, and advanced metals chemistry.
",1433.31,0.8,,1.437367303609338,8.91413373860182,-5.97963828785968
SEQI,Sequoia Economic Infrastructure Inc Ord,,$1.2B,"Sequoia Economic Infrastructure Income Fund invests in a diversified portfolio of senior and subordinated economic infrastructure debt instruments.
",77.61,0.8,,-0.24421985129153556,1.3404428894559586,2.8031477728978196
INPP,International Public Partnerships Ord,,$2.3B,"International Public Partnerships invests in public and social infrastructure assets globally, including the UK, Europe, Australia, and North America.
",120.15,0.8,,5.394736842105268,5.394736842105268,3.3281744593483493
JUST,Just Group plc,Financial Services,$1.7B,"Just Group plc is a UK-based financial services company focused on the retirement income market, offering retirement-focused solutions and insurance products.
",162.7,0.81,,0.5562403777917595,16.380541093238723,102.00828232072077
LWDB,Law Debenture Corporation Ord,,$1.2B,"Law Debenture Corporation is a UK investment trust providing diversified investments and independent professional services like pension trusteeship and corporate secretarial services.
",913.44,0.82,,1.606229143492776,4.632302405498288,24.310388046108926
BME,B&M European Value Retail S.A.,Consumer Defensive,$3.2B,"B&M European Value Retail S.A. operates discount retail stores, offering a variety of merchandise including food, home goods, and DIY products, through its B&M, Heron Foods, and B&M Express chains in the UK and France.
",316.6,0.83,,-0.7523510971786763,3.512799375312187,-29.989941538100446
BGEO,Bank of Georgia Group PLC,Financial Services,$2.0B,"Bank of Georgia Group PLC is a UK-based holding company providing banking and financial services in Georgia and Armenia through its subsidiaries.
",4855.0,0.83,,3.518123667377399,8.856502242152468,34.34887504719858
GRI,Grainger plc,Real Estate,$1.6B,"Grainger plc designs, builds, owns, and operates rental homes across the UK, focusing on the private rented sector.
",217.8,0.83,,4.210526315789479,3.4061835905301625,-13.349333098278352
MRCH,Merchants Trust Ord,,$819.8M,"Merchants Trust Ord is a UK investment company aiming to provide above-average income and long-term capital growth by investing mainly in higher-yielding large UK companies.
",548.55,0.84,,1.823443660605099,5.695058626288362,11.091792313462404
AGR,Assura Plc,Real Estate,$1.2B,"Assura PLC is a UK-based healthcare property investor and developer, specialising in primary care buildings.
",38.02,0.85,,2.1493787024700297,5.201994029059263,-2.5737999406647907
IWG,International Workplace Group plc,Real Estate,$1.8B,"International Workplace Group (IWG) provides flexible workspace solutions globally, operating a network of business centers with brands like Regus and Spaces.
",183.5,0.88,,7.43559527009709,23.48586303029681,-3.026971984571218
TMPL,Temple Bar Ord,,$812.2M,"Temple Bar Ord is a UK-based investment company focused on providing investors with growing income and capital growth through investments primarily in UK equities, particularly FTSE 350 companies.
",286.5,0.88,,2.872531418312388,8.11320754716981,32.140367555315116
DOM,Domino's Pizza Group plc,Consumer Cyclical,$1.1B,"Domino's Pizza Group plc operates and franchises Domino's pizza delivery stores in the United Kingdom and the Republic of Ireland.
",291.6,0.9,,-0.7488045896444988,6.813186813186821,-13.61369314199237
JUP,Jupiter Fund Management Plc,Financial Services,$412.5M,"Jupiter Fund Management is a UK-based asset manager providing equity and bond investments for private and institutional clients through various funds and mandates.
",78.9,0.9,,-0.7547169811320683,-1.2515663414036469,2.390561072920745
OCDO,Ocado Group plc,Consumer Defensive,$2.7B,"Ocado Group plc is a technology company focused on redefining e-commerce, fulfillment, and logistics, particularly in online grocery, through its proprietary Ocado Smart Platform.
",330.67,0.91,,12.243717973247506,22.470370370370375,-36.36065905755418
PLUS,Plus500 Ltd.,Financial Services,$2.1B,"Plus500 is a global fintech group operating technology-based trading platforms, offering online trading services in CFDs, share dealing, and futures.
",2876.02,0.91,,2.058907026259758,7.716104868913858,66.1691248887403
FSFL,Foresight Solar Ord,,$413.0M,"Foresight Solar Fund invests in ground-based solar power plants and battery storage assets, primarily in the UK, aiming to provide sustainable returns and facilitate the transition to a lower carbon economy.
",74.79,0.93,,5.785011638334319,9.861010319535671,-5.913702289801581
FAN,Volution Group plc,Industrials,$1.1B,"Volution Group plc is a leading supplier of ventilation products for residential and commercial buildings.
",531.0,0.95,,0.5681818181818182,3.9138943248532287,27.887293301718852
JMG,JPMorgan Emerging Markets Ord,,$1.2B,"JPMorgan Emerging Markets Ord aims to maximize total return from emerging markets worldwide through a diversified investment portfolio.
",111.88,0.97,,0.7927927927927887,3.7847837038402137,9.059092776123324
ESNT,Essentra plc,Basic Materials,$358.2M,"Essentra plc is a global provider of essential plastic, metal, and fiber components and solutions, including plastic injection molded products, with a global network across 28 countries.
",125.41,0.97,,2.6268438068107365,6.27966101694915,-22.870178007639158
SSON,Smithson Investment Trust Ord,,$2.0B,"Smithson Investment Trust invests in shares of small and mid-sized listed companies globally, aiming for long-term growth.
",1542.95,0.98,,0.06160830090791475,7.000693481276008,10.289492494639031
BBOX,Tritax Big Box Ord,,$3.8B,"Tritax Big Box REIT is a British real estate investment trust (REIT) that invests in large distribution centers and warehouse properties crucial for the UK supply chain.
",146.8,1.03,,1.0323447465502666,13.710296715471948,3.6074002725908447
SMWH,WH Smith PLC,Consumer Cyclical,$1.6B,"WH Smith PLC is a global retailer of news, books, and convenience products, operating through Travel and High Street divisions.
",1279.0,1.03,,-0.9295120061967467,14.968197002035124,6.385311032991366
HICL,HICL Infrastructure PLC Ord,,$2.4B,"HICL Infrastructure PLC is a UK-based investment company focused on long-term infrastructure assets, aiming to provide sustainable income and capital growth.
",116.4,1.04,,1.7482503911231777,5.626137226364701,2.5471596340834686
FUTR,Future plc,Communication Services,$1.0B,"Future plc is a specialist media company operating a global platform for creating and distributing content.
",924.5,1.04,,2.0982882385422417,5.509241509669481,28.525458158608835
EWI,Edinburgh Worldwide Ord,,$721.9M,"Edinburgh Worldwide is a UK investment trust aiming for long-term capital growth by investing in listed companies globally, particularly smaller companies with disruptive growth potential.
",190.6,1.06,,-1.7525773195876317,-1.243523316062179,30.547945205479447
INCH,Inchcape plc,Consumer Cyclical,$2.6B,"Inchcape plc is a global automotive distributor that operates in over 40 markets, distributing and retailing new and used luxury and premium vehicles.
",658.5,1.07,,-0.6787330316742082,-8.984105044920526,6.388917978819769
SHED,Urban Logistics REIT Ord,,$520.4M,"Urban Logistics REIT is a UK property investment company focusing on strategically located, single-let logistics properties, particularly ""last mile"" assets, that support the distribution of essential goods.
",110.0,1.1,,3.3834571639977766,9.126980823123846,-4.479510482931697
SVS,Savills plc,Real Estate,$1.5B,"Savills plc is a global real estate services provider offering advisory, management, and transactional services across various property segments.
",1084.0,1.12,,3.435114503816794,13.626834381551362,14.706446151008343
DLN,Derwent London Plc,Real Estate,$2.2B,"Derwent London PLC is a UK-based REIT specializing in property investment, regeneration, and management of commercial real estate, primarily in central London.
",1970.0,1.13,,2.5507548152004165,7.591480065537957,4.940396587907701
PETS,Pets at Home Group Plc,Consumer Cyclical,$1.0B,"Pets at Home Group Plc is a UK-based pet care business offering pet food, accessories, grooming, and veterinary services through retail stores and online channels.
",225.6,1.17,,0.8042881696591845,12.687314405066891,-16.961025898749316
HMSO,Hammerson Plc,Real Estate,$1.4B,"Hammerson PLC is a real estate investment trust that owns, operates, and develops prime urban properties, including shopping centers and retail villages, in the UK, Ireland, and France.
",289.6,1.19,,3.1339076173747706,8.383228581446648,13.56163504073458
SHC,Shaftesbury Capital PLC,Real Estate,$2.2B,"Shaftesbury Capital PLC is a UK REIT investing in London's West End properties, including shops, restaurants, offices, and residential spaces in areas like Covent Garden and Soho.
",122.35,1.2,,1.032206062451788,4.841476606262166,-2.484208150321387
ATG,Auction Technology Group plc,Technology,$739.2M,"Auction Technology Group (ATG) operates online marketplaces and auction services, connecting bidders to auction houses globally for items in Industrial & Commercial and Art & Antiques sectors.
",589.0,1.2,,-2.4834437086092715,10.506566604127581,4.432624113475177
SEIT,SDCL Energy Efficiency Income Ord,,$579.7M,"SDCL Energy Efficiency Income Trust (SEEIT) invests in energy efficiency projects, providing decentralized energy services directly to end users, aiming for stable income, capital preservation, and growth.
",51.92,1.2,,-0.15384615384615058,-1.6666652457882423,0.8229946522875798
HOC,Hochschild Mining plc,Basic Materials,$947.6M,"Hochschild Mining PLC is a precious metals company focused on the exploration, mining, processing, and sale of gold and silver in the Americas.
",188.24,1.2,,7.320414224810867,-14.045662100456616,110.44159465865602
SUPR,Supermarket Income REIT Ord,,$885.4M,"Supermarket Income REIT invests in omnichannel supermarket properties in the UK, focusing on stores that serve both in-person and online shoppers, and aims to provide shareholders with income and capital growth.
",68.84,1.24,,3.363365731531228,6.082810227971736,-0.9235918884906236
BWY,Bellway p.l.c.,Consumer Cyclical,$3.2B,"Bellway p.l.c. is a UK-based home construction company that builds and sells homes, from apartments to family homes, and provides social housing.
",2552.0,1.27,,-1.1618900077459333,17.6036866359447,-5.906498370623002
ENOG,Energean plc,Energy,$1.8B,"Energean plc is an exploration and production company focused on natural gas in the Mediterranean and UK North Sea.
",983.5,1.29,,3.4718569174118885,-4.1423001949317735,15.70160369328024
TRY,TR Property Ord,,$990.4M,"TR Property invests in property companies, property-related businesses, and UK investment property, primarily across the UK and Europe.
",311.48,1.3,,3.139072847682125,7.778546712802774,4.965199101747764
AML,Aston Martin Lagonda Global Holdings plc,Consumer Cyclical,$982.7M,"Aston Martin Lagonda Global Holdings plc designs, develops, manufactures, and markets luxury vehicles and related parts, offering servicing and consulting.
",109.2,1.3,,5.303763947556265,3.5071090047393394,-37.313431737633614
PAG,Paragon Banking Group PLC,Financial Services,$1.5B,"Paragon Banking Group PLC is a UK specialist bank providing mortgages for landlords, business loans, savings accounts, and asset finance.
",783.6,1.37,,6.3734702783623005,21.077363408284,35.02201778186584
WPS,W.A.G payment solutions plc,Technology,$499.6M,"W.A.G Payment Solutions PLC (Eurowag) is a pan-European platform providing integrated payment and mobility solutions for the commercial road transport industry, including energy, toll payments, and related services.
",69.6,1.46,,-5.945945945945954,-13.000000000000005,-18.309856228890446
SXS,Spectris plc,Technology,$3.0B,"Spectris plc provides high-tech instruments, test equipment, and software for technically demanding industrial applications, offering precision measurement solutions.
",3046.0,1.47,,2.1462105969148224,18.337218337218335,-11.236143471360702
FCSS,Fidelity China Special Ord,,$1.2B,"Fidelity China Special Ord is a UK investment company aiming for long-term capital growth by investing in securities of Chinese companies, both listed and unlisted, and those with significant Chinese interests.
",240.48,1.47,,4.329718004338391,12.37383177570093,33.902312239063086
JDW,J D Wetherspoon plc,Consumer Cyclical,$702.6M,"J D Wetherspoon plc owns and operates pubs and hotels throughout the United Kingdom and Ireland.
",615.11,1.5,,0.5903515944399041,4.699574468085109,-20.690292622280868
MAB,Mitchells & Butlers plc,Consumer Cyclical,$1.4B,"Mitchells & Butlers plc operates a wide range of pubs, bars, and restaurants across the UK and Germany.
",236.0,1.51,,3.7362637362637363,4.194260485651214,-1.5025066827253317
WKP,Workspace Group Plc,Real Estate,$913.4M,"Workspace Group PLC is a REIT that acquires, designs, develops, and owns office buildings, leasing workspace to small and medium-sized enterprises in London.
",469.0,1.52,,0.10672358591248667,9.707602339181287,-1.2992778136290584
BYIT,Bytes Technology Group plc,Technology,$1.1B,"Bytes Technology Group PLC is a UK-based IT company that provides software, security, and cloud solutions to both public and private sectors.
",467.06,1.53,,2.067306330923517,12.598846129454275,-26.347106050755098
MGAM,Morgan Advanced Materials plc,Industrials,$761.7M,"Morgan Advanced Materials manufactures specialist products using advanced ceramics, carbon, and composites for various industries.
",265.5,1.53,,0.18867924528301888,5.9880239520958085,4.613575733278613
TEP,Telecom Plus Plc,Utilities,$1.4B,"Telecom Plus Plc is a UK-based multi-utility provider offering bundled household services like energy, broadband, mobile, and insurance under the Utility Warehouse brand.
",1744.0,1.63,,4.556354916067146,6.601466992665037,28.141141699761402
HVPE,HarbourVest Global Priv Equity Ord,,$2.1B,"HarbourVest Global Private Equity invests in a diversified global portfolio of private companies through HarbourVest-managed funds, seeking long-term capital appreciation.
",2775.0,1.65,,0.18050541516245489,7.55813953488372,18.843683083511777
CURY,Currys plc,Consumer Cyclical,$1.1B,"Currys plc is a leading omnichannel retailer of technology products and services, operating online and through stores in the UK, Ireland, and Nordics.
",96.4,1.74,,3.156771694055479,14.967205431437499,108.38738326353878
SRE,Sirius Real Estate Limited,Real Estate,$1.2B,"Sirius Real Estate Limited is a property company that owns and operates branded business and industrial parks providing conventional space and flexible workspace in Germany and the United Kingdom.
",78.55,1.75,,1.028938906752408,7.455542598688722,0.8019999625995835
KLR,Keller Group plc,Industrials,$987.2M,"Keller Group PLC is a geotechnical specialist contractor providing advanced foundation and ground improvement techniques across the construction sector.
",1384.0,1.76,,1.3177159590043925,4.216867469879518,68.02668098884695
MOON,Moonpig Group PLC,Consumer Cyclical,$775.4M,"Moonpig Group PLC is a UK-based online greeting card and gifting platform with brands like Moonpig, Red Letter Days, Buyagift, and Greetz.
",220.5,1.85,,-2.433628318584071,9.429280397022332,43.835613575006796
CHG,Chemring Group PLC,Industrials,$849.3M,"Chemring Group PLC is a global business providing advanced technology products and services to the aerospace, defence and security markets.
",303.0,1.85,,-5.607476635514018,-5.3125,-12.750318661083012
HBR,Harbour Energy plc,Energy,$3.3B,"Harbour Energy PLC is an independent oil and gas company involved in the acquisition, exploration, development, and production of oil and gas reserves, primarily in the North Sea and Southeast Asia.
",234.8,1.91,,0.7725321888412066,-13.961156009016381,-2.3908396212489795
BPT,Bridgepoint Group plc,Financial Services,$3.1B,"Bridgepoint Group plc is a UK-based private equity and credit fund manager focused on investing in middle-market businesses.
",388.6,1.94,,2.2631578947368483,16.347305389221564,51.49994723409704
THRL,Target Healthcare REIT Ord,,$544.8M,"Target Healthcare REIT is a UK-based real estate investment trust that invests in a diversified portfolio of freehold and long leasehold care homes and other healthcare assets, letting them to care home operators.
",88.56,2.03,"On February 10, 2025, Target Healthcare REIT Ord experienced a stock change of 2.03 percent. However, the direction of this change is not explicitly stated as positive or negative in the search results.

Here's what might have influenced the stock price:

*   **Dividend Declaration:** Target Healthcare REIT declared its second quarterly dividend.
*   **Rental Growth:** The company reported consistent rental growth during the second quarter of its current financial year.
*   **Portfolio Value Increase:** Their asset portfolio was valued at GBP924.7 million, a rise from the previous quarter.
*   **Positive Outlook:** The company indicated a positive trading outlook across its portfolio.

To determine the specific reason for the stock change and whether it was an increase or decrease, further information would be needed from a financial news source that provides real-time stock updates and market analysis.
",3.216779545540639,9.60395625637711,18.072457122490142
