,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
REL,RELX PLC,Industrials,$75.0B,"RELX PLC provides information and analytics solutions and decision tools for professional and business customers across various industries.
",4113.0,0.91,,2.799300174956261,9.301089556205156,25.49492615122726
HWDN,Howden Joinery Group Plc,Consumer Cyclical,$4.5B,"Howden Joinery Group Plc is a UK-based supplier of kitchens, joinery, and hardware products, primarily to trade customers, with operations in the United Kingdom, France, Belgium, and the Republic of Ireland.
",836.0,0.97,,4.174454828660436,13.586956521739129,8.641828815455556
HLN,Haleon plc,Healthcare,$34.4B,"Haleon PLC is a British multinational consumer healthcare company that manufactures and sells over-the-counter medicines, oral health products, vitamins, and supplements.
",391.1,1.01,,4.740226671889696,6.537726368143081,25.9512987498005
SMIN,Smiths Group plc,Industrials,$6.9B,"Smiths Group PLC is a diversified technology company that provides critical solutions for various industries including energy, medical, and security.
",2063.63,1.06,,1.4567354965585109,20.118160651920842,32.56166933105953
PSH,Pershing Square Holdings Ord,,$7.5B,"Pershing Square Holdings is an investment holding company that acquires and holds significant positions in a concentrated number of large capitalization companies, aiming to maximize long-term growth in intrinsic value per share.
",4415.68,1.14,,7.2287518212724695,6.504582730342507,14.971506537435522
ABF,Associated British Foods plc,Consumer Defensive,$13.5B,"Associated British Foods is a diversified international company operating in food processing, ingredients, agriculture, grocery, and retail (including Primark).
",1912.0,1.14,,3.7438958220293,-2.1994884910485935,-13.288913134148464
BARC,Barclays PLC,Financial Services,$42.5B,"Barclays PLC is a global financial services company providing retail, corporate, and investment banking, wealth management, and credit card services.
",306.25,1.16,,4.078164825828377,16.09174153576769,125.57651803115075
STAN,Standard Chartered PLC,Financial Services,$25.9B,"Standard Chartered PLC is a British multinational bank providing corporate, commercial, institutional, consumer, and private banking services.
",1120.0,1.45,,4.819840898455779,9.535452322738386,103.25366156828954
NWG,NatWest Group plc,Financial Services,$34.9B,"NatWest Group is a UK-based banking and insurance holding company providing personal, private, commercial, and investment banking services.
",448.3,1.56,,4.669627078462316,16.169994063346397,128.82346508820436
CPG,Compass Group PLC,Consumer Cyclical,$48.2B,"Compass Group PLC is a multinational company that provides contract food and support services across various sectors and locations.
",2794.0,1.56,,1.305293691080493,6.677076892774951,30.656085298806584
TSCO,Tesco PLC,Consumer Defensive,$26.0B,"Tesco PLC is a UK-based retailer of groceries, merchandise, and financial services, operating stores and online platforms in the UK, Europe and Asia.
",396.1,1.62,,4.954956652342926,11.076834890748191,48.52365296143198
HIK,Hikma Pharmaceuticals PLC,Healthcare,$5.1B,"Hikma Pharmaceuticals PLC develops, manufactures, and markets generic, branded, and in-licensed pharmaceutical products across injectables, generics, and branded segments.
",2352.0,1.91,,3.5211267605633805,17.482517482517483,24.562974479102117
SHEL,Shell plc,Energy,$159.8B,"Shell plc is a global energy and petrochemical company involved in the exploration, production, refining, and marketing of oil and natural gas, as well as the manufacturing of chemicals.
",2693.5,2.05,"On February 11, 2025, Shell plc experienced some activity in its stock. Here's a breakdown:

*   **Stock Trading Up:** MarketBeat reported that Shell Trading was up 0.4%.
*   **Institutional Investor Activity:** Entropy Technologies LP purchased 16,328 shares of Shell plc. Other institutional investors also increased their stakes in the company.
*   **Dividend Increase:** Shell increased its quarterly dividend to $0.716 per share, resulting in an annualized dividend of $2.86 and a dividend yield of 4.33%. The ex-dividend date for this dividend is February 14, 2025.
*   **Share Buybacks:** Shell announced share repurchases conducted on February 7, 2025, as part of its buyback program announced on January 30, 2025. The company purchased 1,000,000 shares on the London Stock Exchange and 665,000 shares on European exchanges.

While a 2.05% change wasn't explicitly mentioned in the search results, it's possible this change could be due to a combination of factors such as the dividend increase, ongoing share buybacks, and institutional investor activity.
",1.5648567119155354,0.7669285447063224,10.055529652491273
DPLM,Diploma PLC,Industrials,$6.0B,"Diploma PLC is a value-add distributor of specialized technical products and services, operating through Controls, Seals, and Life Sciences sectors globally.
",4592.05,2.14,"On February 11, 2025, Diploma PLC's stock experienced a change of 2.14%. To understand what happened to Diploma PLC and the reasons behind this change, here's a breakdown:

**What Happened:**

*   The stock price changed by 2.14% on February 11, 2025. Without knowing whether this is an increase or decrease, it's difficult to assess the impact.

**Why Stock Prices Change:**

*   **Supply and Demand:** Stock prices are primarily determined by the forces of supply and demand. If more people want to buy the stock (demand) than sell it (supply), the price increases. Conversely, if more people are selling, the price decreases.
*   **Company Performance:** A company's financial health and performance significantly impact its stock price. Factors include:
    *   **Earnings Reports:** Strong earnings typically lead to higher stock prices.
    *   **News and Announcements:** Positive news, such as new strategies, products, or executive leadership changes, can drive price increases.
*   **Overall Market Movements:** General market trends and economic news can influence individual stock prices.
*   **Market Makers:** Market makers facilitate trading by providing liquidity and helping to stabilize prices.
*   **Investor Sentiment:** How investors feel about a stock or the overall market can drive buying and selling activity.

**To determine the specific reasons for the 2.14% change in Diploma PLC's stock price on February 11, 2025, further information would be needed, such as:**

*   **Direction of the Change:** Was it an increase or a decrease?
*   **News or Announcements:** Were there any specific company-related announcements (earnings, new products, leadership changes) on or around that date?
*   **Market Conditions:** What was the overall market trend on that day?
*   **Trading Volume:** Was there a significant increase in trading volume, which could indicate increased interest or concern about the stock?
",0.8798330404217967,13.605253772162392,40.674053940978645
JD,JD Sports Fashion Plc,Consumer Cyclical,$4.4B,"JD Sports Fashion Plc is a global omnichannel retailer of sports fashion brands, offering multi-branded sports, fashion, and outdoor clothing, footwear, accessories, and equipment.
",85.8,2.46,"On February 11, 2025, JD Sports Fashion Plc had a market capitalization of 4.34 billion. However, its market cap has decreased by 29.69% in one year.

While I don't have specific information regarding the 2.46% stock change you mentioned for February 11, 2025, I can offer some potential reasons for stock fluctuations based on recent news:

*   **Profit Guidance Downgrade:** On January 14, 2025, JD Sports Fashion PLC lowered its profit guidance for the second time in two months due to weak trading in the UK and US. The company cited ""challenging and volatile"" market conditions and ""increased promotional activity.""

*   **Market Headwinds:** The company stated that market headwinds were stronger than anticipated, leading to a cautious view of the new financial year.

*   **Revenue Performance:** In the nine weeks leading up to January 4, like-for-like revenue was down 1.5%, although December saw a 1.5% increase.

Keep in mind that this information is based on reports from early to mid-January 2025. For a complete picture of the factors influencing JD Sports Fashion Plc's stock price on February 11, 2025, it's best to consult financial news sources that specifically cover that day's market activity.
",1.3705111279731756,-4.85695308311548,-20.140551772651076
ITRK,Intertek Group plc,Industrials,$8.2B,"Intertek Group plc is a UK-based company providing quality assurance, testing, inspection, and certification (ATIC) solutions.
",5245.0,2.84,"On February 11, 2025, Intertek Group plc experienced some notable activity in its stock:

*   **New 52-Week High:** Intertek Group's share price reached a new 52-week high during mid-day trading, hitting GBX 5,245.
*   **Crossed 200-day Moving Average:** The stock price crossed above its 200-day moving average during trading on Monday, February 10, 2025.
*   **Stock Performance:** Intertek Group shares last traded at GBX 5,100, with a volume of 1,212,983 shares changing hands.
*   **Shares Magazine** According to Shares Magazine the stock was at 5,210.00p +110.00 (+2.16%) on February 11, 2025 at 08:35

**Possible Reasons for Stock Price Change:**

*   **Analyst Ratings:** Several brokerages have issued reports on ITRK. Shore Capital raised Intertek Group to a ""hold"" rating on Tuesday, November 19th. JPMorgan Chase & Co. increased their target price on Intertek Group from GBX 5,400 to GBX 5,500, giving the company an ""overweight"" rating on Thursday, December 5th.
*   **Market Activity:** The stock's price movement may be influenced by general market trends and investor sentiment.
",3.758654797230465,10.096557514693535,22.970799105963312
