,Attribution,Change_percent,Change_percent_20_days,Change_percent_251_days,Change_percent_5_days,Company Name,Market Cap,Price,Sector,Summary
CRST,,0.76,10.421999194132969,-13.117837474515273,-1.3706487834710872,Crest Nicholson Holdings plc,$443.7M,172.7,Consumer Cyclical,"Crest Nicholson Holdings plc is a UK-based residential housebuilder focused on creating well-designed, high-quality homes.
"
KNOS,,0.77,6.351351351351352,-26.07227302019764,-1.7478152309612984,Kainos Group plc,$1.0B,787.0,Technology,"Kainos Group PLC is a UK-based IT provider offering digital and Workday services and solutions to public, commercial, and healthcare sectors.
"
OCDO,,0.82,22.370370370370363,-36.41262210849458,12.15206828064527,Ocado Group plc,$2.7B,330.4,Consumer Defensive,"Ocado Group plc is a technology company focused on redefining e-commerce, fulfillment, and logistics, particularly in online grocery, through its proprietary Ocado Smart Platform.
"
IHP,,0.84,12.130637636080872,38.10850779480859,-0.5517241379310345,IntegraFin Holdings plc,$1.2B,360.5,Financial Services,"IntegraFin Holdings plc operates Transact, a UK investment platform providing financial planning infrastructure to financial advisors and their clients.
"
TPK,,0.86,6.570996978851963,-5.367285223896617,2.0245842371655822,Travis Perkins plc,$1.5B,705.5,Industrials,"Travis Perkins plc is a UK-based distributor of building materials and home improvement products, also offering tool hire services.
"
GFTU,,0.86,8.609660526287259,-0.04861015119063225,0.10916105673105243,Grafton Group plc,$1.8B,917.1,Industrials,"Grafton Group plc is an international distributor of building materials and a DIY retailer with operations in the UK, Ireland, the Netherlands, Finland, and Spain.
"
BWY,,0.87,17.142857142857142,-6.275211751028769,-1.549186676994578,Bellway p.l.c.,$3.2B,2542.0,Consumer Cyclical,"Bellway p.l.c. is a UK-based home construction company that builds and sells homes, from apartments to family homes, and provides social housing.
"
HFG,,0.88,3.9337209302325626,20.53321428583187,2.5034403669724816,Hilton Food Group plc,$795.9M,893.83,Consumer Defensive,"Hilton Food Group PLC is a specialist international food packing business that supplies meat, seafood, vegan, and vegetarian products to retailers.
"
BCG,,0.88,8.647798742138365,52.135782536159866,0.7288629737609329,Baltic Classifieds Group PLC,$1.6B,345.5,Communication Services,"Baltic Classifieds Group PLC operates online classifieds portals for automotive, real estate, jobs & services, and general items in the Baltics.
"
PLUS,,0.91,7.715355805243446,66.16796933957939,2.0581973030518097,Plus500 Ltd.,$2.1B,2876.0,Financial Services,"Plus500 is a global fintech group operating technology-based trading platforms, offering online trading services in CFDs, share dealing, and futures.
"
JMAT,,0.91,9.042553191489363,-5.868772379700327,1.556970983722576,Johnson Matthey Plc,$2.4B,1435.0,Basic Materials,"Johnson Matthey is a specialty chemicals and sustainable technologies company focused on transforming energy, reducing emissions, and advanced metals chemistry.
"
INCH,,0.92,-9.12232204561161,6.227344985936745,-0.8295625942684767,Inchcape plc,$2.6B,657.5,Consumer Cyclical,"Inchcape plc is a global automotive distributor that operates in over 40 markets, distributing and retailing new and used luxury and premium vehicles.
"
GRI,,0.93,3.501138763707871,-13.269764074493487,4.30622009569378,Grainger plc,$1.6B,218.0,Real Estate,"Grainger plc designs, builds, owns, and operates rental homes across the UK, focusing on the private rented sector.
"
JAM,,0.93,3.427433628318586,26.7201888976317,1.2764298093587538,JPMorgan American Ord,$2.1B,1168.73,,"JPMorgan American Ord aims to achieve capital growth from North American investments by outperforming the S&P 500 index, investing predominantly in quoted companies.
"
UKW,,0.93,-4.560000000000002,-2.7420346893131256,-0.3341662142357008,Greencoat UK Wind,$2.7B,119.3,,"Greencoat UK Wind is a British investment company that invests solely in UK wind farms, providing investors with annual dividends that increase with RPI inflation.
"
SMWH,,0.95,14.878307872244637,6.3021217320176,-1.0069713400464757,WH Smith PLC,$1.6B,1278.0,Consumer Cyclical,"WH Smith PLC is a global retailer of news, books, and convenience products, operating through Travel and High Street divisions.
"
IGG,,0.96,2.5008997054157702,54.463810734470165,-1.0314960629921277,IG Group Holdings plc,$3.6B,1005.52,Financial Services,"IG Group is a UK-based online trading provider offering spread betting and CFD trading on equities, bonds, and currencies.
"
HSL,,1.0,7.5588249109639545,9.608072161116963,0.5642078171507082,Henderson Smaller Companies Ord,$598.9M,812.0,,"Henderson Smaller Companies Ord is a UK investment company focused on maximizing shareholder returns by investing primarily in smaller, quoted UK companies.
"
KIE,,1.0,15.720864312148036,22.336584176475547,1.684640300766789,Kier Group plc,$678.2M,150.9,Industrials,"Kier Group PLC is a British infrastructure, construction, services, and property group.
"
RCP,,1.01,1.5239795918367292,12.03268126583823,1.00862944162436,RIT Capital Partners Ord,$2.8B,1989.87,,"RIT Capital Partners is a large British investment trust that invests in quoted securities and special situations, aiming to grow shareholders' wealth through a diversified, global portfolio.
"
BREE,,1.02,10.234278668310727,25.674475280844216,4.074505238649592,Breedon Group plc,$1.5B,447.0,Basic Materials,"Breedon Group PLC supplies the construction industry with essential materials like aggregates, asphalt, ready-mix concrete, and cement in Great Britain, Ireland, and the USA.
"
HRI,,1.03,-5.059036144578305,16.454679802955674,2.1179265658747384,Herald Ord,$1.2B,2364.03,,"Herald Ord is a UK-based investment trust focused on achieving capital appreciation through investments in smaller technology and communications companies worldwide.
"
RAT,,1.05,9.319899244332493,14.032222757673413,1.0477299185098952,Rathbones Group Plc,$1.8B,1736.0,Financial Services,"Rathbones Group Plc is a UK-based firm providing investment and wealth management services to private clients, charities, trustees, and professional partners.
"
SSON,,1.05,7.080443828016637,10.371694067190845,0.13618677042800967,Smithson Investment Trust Ord,$2.0B,1544.1,,"Smithson Investment Trust invests in shares of small and mid-sized listed companies globally, aiming for long-term growth.
"
HICL,,1.06,5.64428604719397,2.5647863147673955,1.7657329083725082,HICL Infrastructure PLC Ord,$2.4B,116.42,,"HICL Infrastructure PLC is a UK-based investment company focused on long-term infrastructure assets, aiming to provide sustainable income and capital growth.
"
AO,,1.08,2.822335025380712,15.353071161393666,2.9268276722167164,AO World plc,$578.9M,101.28,Consumer Cyclical,"AO World PLC is a UK-based online retailer of domestic appliances and electrical products, also offering installation, recycling, and product protection services.
"
PETS,,1.08,12.587414303643966,-17.0346420105412,0.7149226659626832,Pets at Home Group Plc,$1.0B,225.4,Consumer Cyclical,"Pets at Home Group Plc is a UK-based pet care business offering pet food, accessories, grooming, and veterinary services through retail stores and online channels.
"
MGNS,,1.09,4.061624649859944,78.82364001739273,1.7808219178082192,Morgan Sindall Group plc,$1.7B,3715.0,Industrials,"Morgan Sindall Group PLC is a UK-based construction and regeneration company operating in both the public and commercial sectors through six divisions.
"
BOWL,,1.1,2.5157705220452393,-6.611282918372671,-0.539568345323741,Hollywood Bowl Group plc,$481.0M,276.5,Consumer Cyclical,"Hollywood Bowl Group plc is a leading leisure operator of ten-pin bowling and mini-golf centers in the UK and Canada, offering entertainment, amusements, food and drink.
"
SDP,,1.1,3.7735849056603774,18.87784757641535,2.9962546816479403,Schroder AsiaPacific Ord,$765.8M,550.0,,"Schroder AsiaPacific Ord is a UK-based investment trust focused on achieving capital growth by investing in equities of companies located in Asia (excluding the Middle East and Japan) and countries bordering the Pacific Ocean.
"
LWDB,,1.1,4.919816723940441,24.65197487610951,1.8854282536151328,Law Debenture Corporation Ord,$1.2B,915.95,,"Law Debenture Corporation is a UK investment trust providing diversified investments and independent professional services like pension trusteeship and corporate secretarial services.
"
CWK,,1.11,6.823027718550106,28.19582007471368,0.3003003003003003,Cranswick plc,$2.7B,5010.0,Consumer Defensive,"Cranswick plc is a UK-based food producer, manufacturing and supplying premium food products like fresh pork and chicken to retailers and the food service sector.
"
PHLL,,1.12,,,,Petershill Partners Ord,$2.9B,271.5,,"Petershill Partners is a global alternatives investment group making minority investments in private equity and other private capital firms.
"
VSVS,,1.12,1.240694789081886,-8.296526106077385,0.2457002457002457,Vesuvius plc,$1.0B,408.0,Basic Materials,"Vesuvius plc is a UK-based company providing molten metal flow engineering and technology, serving industries like steel, foundries, glass, and solar energy.
"
SVS,,1.12,13.626834381551362,14.706446151008343,3.435114503816794,Savills plc,$1.5B,1084.0,Real Estate,"Savills plc is a global real estate services provider offering advisory, management, and transactional services across various property segments.
"
3IN,,1.12,3.5645161290322616,2.5694648513068565,1.2776025236593096,3i Infrastructure Ord,$3.0B,321.05,,"3i Infrastructure is a listed investment company that invests in infrastructure businesses, mainly in Europe and Asia, focusing on utilities, transportation and social infrastructure.
"
JMG,,1.12,3.9424831427895617,9.224806449451364,0.9459459459459434,JPMorgan Emerging Markets Ord,$1.2B,112.05,,"JPMorgan Emerging Markets Ord aims to maximize total return from emerging markets worldwide through a diversified investment portfolio.
"
CHRY,,1.13,7.093494274271298,23.25146198830409,4.751492642525771,Chrysalis Investments Limited Ord,$579.3M,105.38,,"Chrysalis Investments is a Guernsey-based investment company focused on generating long-term capital growth by investing in equity or equity-related investments in both unquoted and listed companies.
"
ESNT,,1.13,6.44067796610169,-22.753323959488704,2.782326625750963,Essentra plc,$358.2M,125.6,Basic Materials,"Essentra plc is a global provider of essential plastic, metal, and fiber components and solutions, including plastic injection molded products, with a global network across 28 countries.
"
TRIG,,1.13,-1.7052356883567876,-11.59449195989156,2.1518987341772187,Renewables Infrastructure Grp,$2.0B,80.7,,"The Renewables Infrastructure Group (TRIG) invests in operational assets that generate electricity from renewable sources like wind farms and solar parks, primarily in the UK and Europe.
"
SCT,,1.14,10.589358799454299,11.275153351899302,1.4543178973717152,Softcat plc,$3.2B,1621.24,Technology,"Softcat plc is a UK-based IT infrastructure and services provider, offering solutions like software licensing, workplace technology, and cloud services to businesses and public sector organizations.
"
ESP,,1.14,4.782608695652167,-0.5771332472609804,1.5042136568367983,Empiric Student Property Plc,$561.1M,84.35,Real Estate,"Empiric Student Property Plc is a UK-based real estate investment trust that owns, operates, and develops modern, direct-let, premium student accommodation, primarily studio-led, in key university cities.
"
SNR,,1.15,-0.625,2.492793445952984,-2.573527589938736,Senior plc,$663.6M,159.0,Industrials,"Senior plc designs and manufactures high-technology components and systems for the aerospace, defense, land vehicle, and power & energy markets.
"
JUP,,1.15,-1.0012534550700833,2.6501062213945468,-0.5031446540880575,Jupiter Fund Management Plc,$412.5M,79.1,Financial Services,"Jupiter Fund Management is a UK-based asset manager providing equity and bond investments for private and institutional clients through various funds and mandates.
"
BRWM,,1.16,4.25714285714286,7.877219492403166,4.25714285714286,BlackRock World Mining Trust Ord,$965.7M,510.86,,"BlackRock World Mining Trust aims to provide a diversified investment in mining and metal assets worldwide, actively managed to maximize total returns, including royalties and physical metals.
"
ROO,,1.17,7.459210007299805,17.203389830508485,4.377358490566046,Deliveroo plc,$2.0B,138.3,Consumer Cyclical,"Deliveroo is a UK-based online food delivery platform connecting consumers, riders, and restaurants.
"
GEN,,1.18,11.07913669064748,0.12859989662927362,-0.5154639175257731,Genuit Group plc,$971.8M,386.0,Industrials,"Genuit Group plc provides sustainable water, climate, and ventilation solutions for the built environment, helping customers adapt to climate change and meet sustainability targets.
"
TBCG,,1.26,20.49613445378152,49.46066309531614,6.5307578008915375,TBC Bank Group PLC,$1.9B,3584.76,Financial Services,"TBC Bank Group PLC is a UK-based parent company of JSC TBC Bank, a leading universal banking group in Georgia, and also provides digital financial services in Uzbekistan.
"
NCC,,1.27,4.505809317929949,22.89031652670252,3.008591484852819,NCC Group plc,$433.0M,143.8,Technology,"NCC Group is a global cyber security and software escrow business, delivering cyber resilience solutions.
"
EWI,,1.27,-1.0362694300518136,30.82191780821918,-1.5463917525773196,Edinburgh Worldwide Ord,$721.9M,191.0,,"Edinburgh Worldwide is a UK investment trust aiming for long-term capital growth by investing in listed companies globally, particularly smaller companies with disruptive growth potential.
"
BAG,,1.28,13.01247771836007,21.654085638749017,2.5889967637540456,A.G. BARR p.l.c.,$693.0M,634.0,Consumer Defensive,"A.G. Barr p.l.c. is a UK-based multi-beverage business that manufactures, distributes, and sells a range of soft drinks and other beverages.
"
MONY,,1.29,1.2861703204623627,-18.322305092927035,-1.3054830287206265,MONY Group plc,$1.0B,189.0,Communication Services,"MONY Group PLC operates a tech-led savings platform with brands like MoneySuperMarket and MoneySavingExpert, helping households save money by comparing prices and offering financial tools.
"
BBOX,,1.31,14.020134036222535,3.8897092651591954,1.3076372390476632,Tritax Big Box Ord,$3.8B,147.2,,"Tritax Big Box REIT is a British real estate investment trust (REIT) that invests in large distribution centers and warehouse properties crucial for the UK supply chain.
"
SUPR,,1.33,6.175270550657363,-0.8372382498112106,3.4534558236853843,Supermarket Income REIT Ord,$885.4M,68.9,,"Supermarket Income REIT invests in omnichannel supermarket properties in the UK, focusing on stores that serve both in-person and online shoppers, and aims to provide shareholders with income and capital growth.
"
MRCH,,1.33,6.217223622874353,11.640611878262161,2.3264817288217494,Merchants Trust Ord,$819.8M,551.26,,"Merchants Trust Ord is a UK investment company aiming to provide above-average income and long-term capital growth by investing mainly in higher-yielding large UK companies.
"
USA,,1.34,2.686907020872859,44.386344083587545,3.472275334608024,Baillie Gifford US Growth Ord,$761.3M,270.58,,"Baillie Gifford US Growth Ord is a UK investment company focused on achieving long-term capital growth by investing in listed and unlisted US companies with high growth potential.
"
CHG,,1.34,-5.78125,-13.182247776622205,-6.074766355140187,Chemring Group PLC,$849.3M,301.5,Industrials,"Chemring Group PLC is a global business providing advanced technology products and services to the aerospace, defence and security markets.
"
DOM,,1.38,7.326007326007327,-13.198944069285892,-0.2722899340392333,Domino's Pizza Group plc,$1.1B,293.0,Consumer Cyclical,"Domino's Pizza Group plc operates and franchises Domino's pizza delivery stores in the United Kingdom and the Republic of Ireland.
"
STEM,,1.39,-5.037313432835821,-38.08623501889829,0.592885375494071,SThree plc,$345.2M,254.5,Industrials,"SThree plc is a global specialist talent partner focused on providing permanent and flexible contract talent for roles in Science, Technology, Engineering and Mathematics (STEM).
"
BYG,,1.39,7.457627118644068,-7.228593999587026,-0.10504201680672269,Big Yellow Group Plc,$1.9B,951.0,Real Estate,"Big Yellow Group PLC is a UK-based company that acquires, owns, and manages self-storage facilities.
"
SXS,,1.4,18.25951825951826,-11.294425714649368,2.079141515761234,Spectris plc,$3.0B,3044.0,Technology,"Spectris plc provides high-tech instruments, test equipment, and software for technically demanding industrial applications, offering precision measurement solutions.
"
SHC,,1.41,5.055701119147868,-2.284952343517794,1.2386470229390207,Shaftesbury Capital PLC,$2.2B,122.6,Real Estate,"Shaftesbury Capital PLC is a UK REIT investing in London's West End properties, including shops, restaurants, offices, and residential spaces in areas like Covent Garden and Soho.
"
ATT,,1.43,9.290556900726394,36.36555891238671,5.214452214452216,Allianz Technology Trust Ord,$1.7B,451.37,,"Allianz Technology Trust is a UK investment trust aiming for long-term capital growth by investing in quoted technology companies worldwide.
"
TRST,,1.45,30.483271375464682,87.70053475935828,5.72289156626506,Trustpilot Group plc,$1.5B,351.0,Technology,"Trustpilot Group plc operates a global online platform where consumers can review businesses and businesses can improve their service.
"
BBY,,1.46,10.4156904534148,53.43850499989304,2.7826086956521765,Balfour Beatty plc,$2.3B,472.8,Industrials,"Balfour Beatty PLC is an international infrastructure group based in the UK, with capabilities in construction, support services and infrastructure investments.
"
KLR,,1.47,3.91566265060241,67.54105474321446,1.0248901903367496,Keller Group plc,$987.2M,1380.0,Industrials,"Keller Group PLC is a geotechnical specialist contractor providing advanced foundation and ground improvement techniques across the construction sector.
"
JUST,,1.49,17.167379416548894,103.37404206597458,1.236092033695713,Just Group plc,$1.7B,163.8,Financial Services,"Just Group plc is a UK-based financial services company focused on the retirement income market, offering retirement-focused solutions and insurance products.
"
HWG,,1.51,5.9748427672955975,30.484610169106997,0.0,Harworth Group plc,$547.8M,168.5,Real Estate,"Harworth Group plc is a UK property developer specializing in brownfield regeneration, creating sustainable places for people to live and work in the North of England and the Midlands.
"
RHIM,,1.52,13.076923076923078,10.326533645678914,6.213872832369942,RHI Magnesita N.V.,$1.7B,3675.0,Industrials,"RHI Magnesita N.V. is a global supplier of refractory products, systems, and services essential for high-temperature industrial processes.
"
INPP,,1.57,6.2017543859649065,4.119368138104897,6.2017543859649065,International Public Partnerships Ord,$2.3B,121.07,,"International Public Partnerships invests in public and social infrastructure assets globally, including the UK, Europe, Australia, and North America.
"
SRP,,1.57,9.207856014055036,-7.731232577336174,4.33376043465242,Serco Group plc,$1.6B,161.3,Industrials,"Serco Group plc is a British multinational company providing public services in defense, justice, immigration, transport, health, and citizen sectors.
"
DLN,,1.57,8.0611687602403,5.3985188784249845,2.998438313378444,Derwent London Plc,$2.2B,1978.6,Real Estate,"Derwent London PLC is a UK-based REIT specializing in property investment, regeneration, and management of commercial real estate, primarily in central London.
"
TMPL,,1.58,8.860377358490574,33.053598307573004,3.5834829443447105,Temple Bar Ord,$812.2M,288.48,,"Temple Bar Ord is a UK-based investment company focused on providing investors with growing income and capital growth through investments primarily in UK equities, particularly FTSE 350 companies.
"
HMSO,,1.61,8.832330357336616,14.032194301953089,3.561258063303115,Hammerson Plc,$1.4B,290.8,Real Estate,"Hammerson PLC is a real estate investment trust that owns, operates, and develops prime urban properties, including shopping centers and retail villages, in the UK, Ireland, and France.
"
TEP,,1.63,6.601466992665037,28.141141699761402,4.556354916067146,Telecom Plus Plc,$1.4B,1744.0,Utilities,"Telecom Plus Plc is a UK-based multi-utility provider offering bundled household services like energy, broadband, mobile, and insurance under the Utility Warehouse brand.
"
TRY,,1.63,8.134948096885811,5.3122973265930105,3.480132450331123,TR Property Ord,$990.4M,312.51,,"TR Property invests in property companies, property-related businesses, and UK investment property, primarily across the UK and Europe.
"
BYIT,,1.7,12.777245363248216,-26.637897797385833,2.229019615479857,Bytes Technology Group plc,$1.1B,467.8,Technology,"Bytes Technology Group PLC is a UK-based IT company that provides software, security, and cloud solutions to both public and private sectors.
"
AJB,,1.71,9.191176470588236,46.730277973638465,0.5643340857787811,AJ Bell plc,$1.8B,445.5,Financial Services,"AJ Bell is a UK investment platform providing online investment solutions and services, including SIPPs and ISAs, to both advised and direct-to-consumer clients.
"
RSW,,1.72,8.671732522796358,-11.089781270509489,2.886330935251804,Renishaw plc,$2.6B,3575.3,Technology,"Renishaw PLC is a UK-based engineering company that designs, manufactures, and sells high-precision metrology and healthcare systems.
"
BOY,,1.72,2.848101265822785,10.318845870289376,2.3622047244094486,Bodycote plc,$1.2B,650.0,Industrials,"Bodycote PLC is a global provider of heat treatment and thermal processing services that improve the properties of metals and alloys.
"
SHED,,1.74,9.821425246543729,-3.871652822368532,4.041351891405038,Urban Logistics REIT Ord,$520.4M,110.7,,"Urban Logistics REIT is a UK property investment company focusing on strategically located, single-let logistics properties, particularly ""last mile"" assets, that support the distribution of essential goods.
"
FCSS,,1.78,12.719626168224298,34.31435361904025,4.650759219088937,Fidelity China Special Ord,$1.2B,241.22,,"Fidelity China Special Ord is a UK investment company aiming for long-term capital growth by investing in securities of Chinese companies, both listed and unlisted, and those with significant Chinese interests.
"
ENOG,,1.8,-3.654970760233918,16.289817235188124,3.9978958442924775,Energean plc,$1.8B,988.5,Energy,"Energean plc is an exploration and production company focused on natural gas in the Mediterranean and UK North Sea.
"
EMG,,1.82,3.4079874934385,-4.197039132775419,0.18867924528302155,Man Group Plc,$2.5B,212.4,Financial Services,"Man Group plc is a technology-empowered active investment management firm providing investment funds in liquid and private markets for institutional and private investors.
"
JDW,,1.82,5.0212765957446805,-20.446603937421433,0.8994276369582993,J D Wetherspoon plc,$702.6M,617.0,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels throughout the United Kingdom and Ireland.
"
HOC,,1.83,-13.515981735159816,111.73840856539232,7.981759743833286,Hochschild Mining plc,$947.6M,189.4,Basic Materials,"Hochschild Mining PLC is a precious metals company focused on the exploration, mining, processing, and sale of gold and silver in the Americas.
"
VCT,,1.87,1.8313873013285824,-23.184727575779178,0.3070624360286591,Victrex plc,$876.5M,980.0,Basic Materials,"Victrex plc is a UK-based company that manufactures and sells high-performance polymers, predominantly PEEK, serving diverse industries like aerospace, medical, and automotive.
"
CAML,,1.89,3.580566702081888,11.002013688060272,9.45945945945946,Central Asia Metals plc,$276.6M,162.0,Basic Materials,"Central Asia Metals plc is a base metals producer with copper operations in Kazakhstan, and zinc and lead mine in North Macedonia.
"
BGEO,,1.97,10.089686098654708,45.531665903599716,4.690831556503198,Bank of Georgia Group PLC,$2.0B,4910.0,Financial Services,"Bank of Georgia Group PLC is a UK-based holding company providing banking and financial services in Georgia and Armenia through its subsidiaries.
"
FXPO,"On February 4, 2025, Ferrexpo PLC announced that a civil claim was filed against its subsidiary Ferrexpo Poltava Mining (FPM) in Ukraine, causing a significant drop in the company's stock price. The claim, amounting to approximately $3.76 billion, alleges that FPM illegally mined and sold subsoil, causing environmental damage. While the stock price has fluctuated in the days since, it appears that the initial news of the civil claim is the primary cause of the dramatic change you observed.

Here's a breakdown of the situation:

*   **Civil Claim:** FPM is accused of illegally extracting and selling subsoil, leading to environmental damage. The Ukrainian state is seeking $3.76 billion in damages.
*   **Company Response:** Ferrexpo and FPM reject these allegations, stating that FPM's mining operations are conducted legally and in compliance with environmental standards. They intend to defend their position in Ukrainian courts.
*   **Stock Impact:** News of the civil claim led to a sharp decline in Ferrexpo's stock price. While there was a recovery on February 7, the stock went down again on February 5.

",2.0,2.4261570402971993,11.609195402298845,-6.274129893684097,Ferrexpo plc,$538.9M,97.1,Basic Materials,"Ferrexpo plc is a Swiss-based commodity trading and mining company, and the third largest exporter of iron ore pellets in the world, with operations based in central Ukraine.
"
MAB,"On February 10, 2025, Mitchells & Butlers plc (MAB) experienced a stock price change of approximately 2.04%. To understand the reasons behind this change, several factors need to be considered:

*   **Overall Performance:** In late November 2024, Mitchells & Butlers reported strong full-year sales and profit growth, with like-for-like sales up 4% in the first seven weeks of the new financial year.
*   **Cost Headwinds:** However, the company anticipated cost increases of around £100 million due to increases in employer National Insurance and the National Living Wage taking effect from April 2025.
*   **Q1 Sales:** In January 2025, Mitchells & Butlers reported that like-for-like sales rose by 3.9% in the first quarter, with strong growth over the festive season, although poor weather impacted trading in the last weeks of the period.
*   **Market Sentiment:** Overall demand for UK pubs and bars was looking resilient, and the group continued to gain market share. However, growth rates were expected to slow as the inflationary environment eased.

Without more specific information for February 10, 2025, it's challenging to pinpoint the exact cause of the 2.04% stock change. However, the combination of positive sales growth and looming cost increases could be contributing factors influencing investor sentiment.
",2.04,4.746136865342163,-0.9808038579516312,4.285714285714286,Mitchells & Butlers plc,$1.4B,237.25,Consumer Cyclical,"Mitchells & Butlers plc operates a wide range of pubs, bars, and restaurants across the UK and Germany.
"
CURY,"Based on available information, here's what likely happened with Currys plc and some potential reasons for stock changes:

**What happened:**

*   **Stock Change:** You noted a 2.05% change in Currys plc's stock today, February 10, 2025.

**Why the change?**

Several factors could contribute to stock fluctuations. Here's what's happening with Currys plc, which could be influencing the stock price:

*   **Positive Performance & Outlook:**
    *   Currys has shown encouraging recent performance, including a rise in like-for-like sales during the Christmas period.
    *   They've improved gross margins through disciplined inventory management.
    *   Currys expects growth in free cash flow.
    *   The board intends to declare a final dividend of around 1.3p alongside full-year results in July.
    *   Currys has upgraded its full-year profit guidance. They now expect an adjusted pre-tax profit of £145 million to £155 million.
*   **Strategic Partnerships:**
    *   Currys became the first Xbox Authorized Service Provider in the UK and Ireland. Berenberg views this deal positively, highlighting Currys' growing service and B2B offerings.
    *   They partner with several top global tech companies.
*   **Director's Actions:**
    *   A Currys director increased their stake in the company recently.
*   **Market Trends:**
    *   The company is benefiting from consumer demand for new AI-enabled computers.

**In summary:** Currys plc appears to be experiencing positive momentum due to strong performance, strategic initiatives, and positive market trends, which could all be contributing to changes in its stock price.
",2.05,15.324987191078899,109.03589171767842,3.477798991858553,Currys plc,$1.1B,96.7,Consumer Cyclical,"Currys plc is a leading omnichannel retailer of technology products and services, operating online and through stores in the UK, Ireland, and Nordics.
"
OXIG,"Based on the information available, here's what's happening with Oxford Instruments plc as of February 10, 2025:

**Stock Performance:**

*   On February 8, 2025, Oxford Instruments' stock price hit a new 52-week low during midday trading.
*   The stock traded as low as GBX 1,928 ($23.91) and last traded at GBX 1,928 ($23.91), with 59,182 shares changing hands.
*   The stock had previously closed at GBX 2,005 ($24.87).
*   Intelligent Investor reported that Oxford Instruments PLC's share price was 2,025.00p. This was a share price movement of -2.41% compared to its closing share price of 2,075.00p seven days prior.

**Other Relevant Information:**

*   Oxford Instruments announced a dividend, which was paid on January 10, 2025.
*   Oxford Metrics plc, a separate company, announced a transaction in its own shares on February 10, 2025, as part of a share buyback program. This may be getting confused with Oxford Instruments in your prompt.

**Reasons for Stock Price Change:**

While a specific reason for the stock fluctuation on February 10, 2025, is not explicitly stated in the provided search results, several factors could contribute to stock price changes:

*   **General Market Trends:** Overall market conditions and investor sentiment can impact individual stock prices.
*   **Company-Specific News:** Earnings reports, dividend announcements, and significant business developments can influence investor confidence.
*   **Analyst Ratings:** Changes in analyst ratings or price targets can affect how investors view a stock. For example, Berenberg Bank dropped their price objective on Oxford Instruments from GBX 2,925 to GBX 2,830 in November 2024.

",2.07,0.6134969325153374,-4.766288406311449,-4.466019417475728,Oxford Instruments plc,$1.2B,1968.0,Technology,"Oxford Instruments plc provides high-tech products and services for imaging, analyzing, and manipulating materials at the atomic level for industry and research.
"
PAG,"On February 10, 2025, Paragon Banking Group PLC experienced a stock price change, but the exact percentage varies depending on the source:

*   One source indicates Paragon Banking Group's stock was up 0.7%.
*   Another source shows a change of 1.23%, with the price up 9.50p.
*   Fidelity International reported the stock up 1.37% or 10.50p as of February 7, 2025, at 10:22 BST.

Based on the information, the stock price did increase, but the increase was not as dramatic as the 2.07% you mentioned.

Here are some factors that may have influenced Paragon Banking Group PLC's stock price:

*   **Share Buyback Program:** Paragon Banking Group PLC has been actively buying back its shares as part of a £50 million initiative. On February 7, 2025, they purchased 90,251 ordinary shares. Share buybacks can sometimes increase stock prices by reducing the number of shares available.
*   **Dividend Increase:** The company recently declared a dividend, payable on March 7, 2025, to investors of record on February 6, 2025. The dividend was increased from the previous one.
*   **Crossing 200-day Moving Average:** The stock price crossed above its 200-day moving average, which could be seen as a positive signal by some investors.
*   **Insider Trading:** There was some insider activity, with Nigel S. Terrington purchasing shares and Richard Woodman selling a significant number of shares. Insider activity can sometimes influence investor sentiment.
",2.07,21.9117403383564,35.95247680695028,7.106518695288225,Paragon Banking Group PLC,$1.5B,789.0,Financial Services,"Paragon Banking Group PLC is a UK specialist bank providing mortgages for landlords, business loans, savings accounts, and asset finance.
"
MOON,"On February 10, 2025, Moonpig Group PLC experienced a stock change of 2.08 percent. Here's a breakdown of factors that could be influencing the stock:

**Share Repurchase Program:**

*   Moonpig Group PLC has been actively purchasing its own shares for cancellation. These purchases are part of a share repurchase program of up to £25 million, initially announced on November 5, 2024.
*   The company announced purchases of shares on multiple dates in February 2025 (February 5th, 6th and 7th)

**Analyst Ratings:**

*   MarketBeat.com reported on February 8, 2025, that Moonpig Group PLC has an average recommendation of ""Buy"" from five research firms covering the stock.
*   The average 1-year price objective among brokerages is GBX 259.80 ($3.22).

**Dividend Announcement:**

*   Moonpig Group declared an interim dividend of 1.0p per ordinary share, payable on March 20, 2025, to shareholders on record as of February 21, 2025. The ex-dividend date is February 20, 2025.

**Other Stock Information:**

*   Moonpig Group's share price was GBX 216.50 on February 7, 2025.
*   The company's 50-day moving average price is GBX 222.41, and its 200-day moving average price is GBX 222.78.
",2.08,9.67741935483871,44.16177142891838,-2.2123893805309733,Moonpig Group PLC,$775.4M,221.0,Consumer Cyclical,"Moonpig Group PLC is a UK-based online greeting card and gifting platform with brands like Moonpig, Red Letter Days, Buyagift, and Greetz.
"
